config,dataset,sim,jobid,color,min,avg,max,nonzero,nzavg
4blues,4jobs-2,sim17,0,k,4.585,27.654,80.583,21600,27.654
4blues,4jobs-2,sim17,1,T,0.000,17.116,104.428,47952,17.219
4blues,4jobs-2,sim17,1,b,0.000,33.091,104.428,4752,35.097
4blues,4jobs-2,sim17,1,g,0.012,16.017,89.813,21600,16.017
4blues,4jobs-2,sim17,1,k,1.439,14.487,72.251,21600,14.487
4blues,4jobs-2,sim17,2,T,0.000,0.454,8.946,48096,0.455
4blues,4jobs-2,sim17,2,b,0.000,0.258,2.356,4896,0.265
4blues,4jobs-2,sim17,2,g,0.000,0.529,8.946,21600,0.529
4blues,4jobs-2,sim17,2,k,0.001,0.424,6.385,21600,0.424
4blues,4jobs-2,sim17,3,T,0.000,12.865,78.124,48192,12.878
4blues,4jobs-2,sim17,3,b,0.000,2.864,17.852,4992,2.892
4blues,4jobs-2,sim17,3,g,0.048,15.813,78.124,21600,15.813
4blues,4jobs-2,sim17,3,k,0.212,12.251,67.236,21600,12.251
4blues,4jobs-2,sim17,4,T,0.000,0.521,2.764,48240,0.521
4blues,4jobs-2,sim17,4,b,0.001,0.114,1.313,5040,0.114
4blues,4jobs-2,sim17,4,g,0.000,0.645,2.764,21600,0.645
4blues,4jobs-2,sim17,4,k,0.000,0.491,1.622,21600,0.491
4blues,4jobs-2,sim18,0,T,21.598,129.053,271.475,48240,129.053
4blues,4jobs-2,sim18,0,b,39.305,146.332,271.475,5040,146.332
4blues,4jobs-2,sim18,0,g,21.598,138.289,238.286,21600,138.289
4blues,4jobs-2,sim18,0,k,32.632,115.784,209.283,21600,115.784
4blues,4jobs-2,sim18,1,T,0.000,15.760,165.275,47952,15.855
4blues,4jobs-2,sim18,1,b,0.000,30.178,165.275,4752,32.007
4blues,4jobs-2,sim18,1,g,0.009,14.812,126.331,21600,14.812
4blues,4jobs-2,sim18,1,k,1.194,13.344,87.065,21600,13.344
4blues,4jobs-2,sim18,2,T,0.000,0.412,10.165,48096,0.414
4blues,4jobs-2,sim18,2,b,0.000,0.263,4.325,4896,0.271
4blues,4jobs-2,sim18,2,g,0.001,0.494,10.165,21600,0.494
4blues,4jobs-2,sim18,2,k,0.010,0.366,6.531,21600,0.366
4blues,4jobs-2,sim18,3,T,0.000,12.963,92.006,48192,12.976
4blues,4jobs-2,sim18,3,b,0.000,2.955,25.930,4992,2.984
4blues,4jobs-2,sim18,3,g,0.028,15.853,92.006,21600,15.853
4blues,4jobs-2,sim18,3,k,0.127,12.408,69.107,21600,12.408
4blues,4jobs-2,sim18,4,T,0.144,99.917,270.367,48240,99.917
4blues,4jobs-2,sim18,4,b,2.488,112.936,270.367,5040,112.936
4blues,4jobs-2,sim18,4,g,0.144,107.130,237.999,21600,107.130
4blues,4jobs-2,sim18,4,k,9.709,89.666,206.608,21600,89.666
4blues,4jobs-2,sim19,0,T,15.902,122.855,268.308,48240,122.855
4blues,4jobs-2,sim19,0,b,43.704,146.326,268.308,5040,146.326
4blues,4jobs-2,sim19,0,g,15.902,130.323,236.607,21600,130.323
4blues,4jobs-2,sim19,0,k,19.839,109.910,208.040,21600,109.910
4blues,4jobs-2,sim19,1,T,0.000,15.877,162.765,47952,15.973
4blues,4jobs-2,sim19,1,b,0.000,30.325,162.765,4752,32.163
4blues,4jobs-2,sim19,1,g,0.005,14.918,125.016,21600,14.918
4blues,4jobs-2,sim19,1,k,1.157,13.466,83.965,21600,13.466
4blues,4jobs-2,sim19,2,T,0.000,6.831,89.341,48096,6.851
4blues,4jobs-2,sim19,2,b,0.000,2.604,19.405,4896,2.680
4blues,4jobs-2,sim19,2,g,0.015,8.106,89.341,21600,8.106
4blues,4jobs-2,sim19,2,k,0.099,6.542,58.991,21600,6.542
4blues,4jobs-2,sim19,3,T,0.000,0.234,6.956,48192,0.234
4blues,4jobs-2,sim19,3,b,0.000,0.060,1.539,4992,0.060
4blues,4jobs-2,sim19,3,g,0.000,0.298,6.956,21600,0.298
4blues,4jobs-2,sim19,3,k,0.001,0.210,1.945,21600,0.210
4blues,4jobs-2,sim19,4,T,0.107,99.913,267.402,48240,99.913
4blues,4jobs-2,sim19,4,b,2.902,113.337,267.402,5040,113.337
4blues,4jobs-2,sim19,4,g,0.107,107.001,236.370,21600,107.001
4blues,4jobs-2,sim19,4,k,9.894,89.693,205.830,21600,89.693
4blues,4jobs-2,sim2,0,T,3.204,98.776,245.342,48240,98.776
4blues,4jobs-2,sim2,0,b,3.204,111.327,245.342,5040,111.327
4blues,4jobs-2,sim2,0,g,7.887,106.825,225.660,21600,106.825
4blues,4jobs-2,sim2,0,k,24.023,87.798,197.715,21600,87.798
4blues,4jobs-2,sim2,1,T,0.000,17.123,118.420,47952,17.225
4blues,4jobs-2,sim2,1,b,0.000,33.128,118.420,4752,35.136
4blues,4jobs-2,sim2,1,g,0.008,16.084,103.302,21600,16.084
4blues,4jobs-2,sim2,1,k,1.162,14.426,79.043,21600,14.426
4blues,4jobs-2,sim2,2,T,0.000,0.116,4.507,48095,0.117
4blues,4jobs-2,sim2,2,b,0.000,0.048,1.354,4896,0.049
4blues,4jobs-2,sim2,2,g,0.000,0.147,4.507,21599,0.147
4blues,4jobs-2,sim2,2,k,0.000,0.102,2.002,21600,0.102
4blues,4jobs-2,sim2,3,T,0.000,55.431,233.756,48192,55.486
4blues,4jobs-2,sim2,3,b,0.000,73.610,233.756,4992,74.318
4blues,4jobs-2,sim2,3,g,0.654,57.466,218.762,21600,57.466
4blues,4jobs-2,sim2,3,k,6.318,49.154,193.436,21600,49.154
4blues,4jobs-2,sim2,4,T,0.025,26.106,80.951,48240,26.106
4blues,4jobs-2,sim2,4,b,0.190,4.540,33.854,5040,4.540
4blues,4jobs-2,sim2,4,g,0.025,33.128,80.951,21600,33.128
4blues,4jobs-2,sim2,4,k,0.122,24.116,72.760,21600,24.116
4blues,4jobs-2,sim20,0,T,1.813,28.414,102.088,48240,28.414
4blues,4jobs-2,sim20,0,b,1.813,37.975,102.088,5040,37.975
4blues,4jobs-2,sim20,0,g,2.239,29.359,86.202,21600,29.359
4blues,4jobs-2,sim20,0,k,3.365,25.238,72.245,21600,25.238
4blues,4jobs-2,sim20,1,T,0.000,17.349,98.584,47952,17.454
4blues,4jobs-2,sim20,1,b,0.000,33.322,98.584,4752,35.341
4blues,4jobs-2,sim20,1,g,0.010,16.341,86.044,21600,16.341
4blues,4jobs-2,sim20,1,k,1.563,14.631,70.425,21600,14.631
4blues,4jobs-2,sim20,2,T,0.000,7.002,55.788,48096,7.023
4blues,4jobs-2,sim20,2,b,0.000,2.568,14.152,4896,2.644
4blues,4jobs-2,sim20,2,g,0.017,8.258,55.788,21600,8.258
4blues,4jobs-2,sim20,2,k,0.070,6.781,48.400,21600,6.781
4blues,4jobs-2,sim20,3,T,0.000,0.241,4.589,48192,0.241
4blues,4jobs-2,sim20,3,b,0.000,0.057,0.976,4992,0.057
4blues,4jobs-2,sim20,3,g,0.000,0.305,4.589,21600,0.305
4blues,4jobs-2,sim20,3,k,0.001,0.220,1.796,21600,0.220
4blues,4jobs-2,sim20,4,T,0.002,3.821,15.144,48240,3.821
4blues,4jobs-2,sim20,4,b,0.088,2.028,15.144,5040,2.028
4blues,4jobs-2,sim20,4,g,0.002,4.456,12.909,21600,4.456
4blues,4jobs-2,sim20,4,k,0.027,3.605,10.777,21600,3.605
4blues,4jobs-2,sim21,0,T,0.348,80.281,231.516,48240,80.281
4blues,4jobs-2,sim21,0,b,0.348,110.652,231.516,5040,110.652
4blues,4jobs-2,sim21,0,g,2.395,82.473,223.758,21600,82.473
4blues,4jobs-2,sim21,0,k,13.003,71.003,193.343,21600,71.003
4blues,4jobs-2,sim21,1,T,0.000,17.343,110.037,47952,17.448
4blues,4jobs-2,sim21,1,b,0.000,33.678,110.037,4752,35.719
4blues,4jobs-2,sim21,1,g,0.006,16.270,101.631,21600,16.270
4blues,4jobs-2,sim21,1,k,1.053,14.606,80.436,21600,14.606
4blues,4jobs-2,sim21,2,T,0.000,6.894,71.144,48096,6.915
4blues,4jobs-2,sim21,2,b,0.000,2.542,19.250,4896,2.617
4blues,4jobs-2,sim21,2,g,0.008,8.155,71.144,21600,8.155
4blues,4jobs-2,sim21,2,k,0.032,6.648,55.987,21600,6.648
4blues,4jobs-2,sim21,3,T,0.000,55.531,217.377,48192,55.586
4blues,4jobs-2,sim21,3,b,0.000,74.320,211.929,4992,75.035
4blues,4jobs-2,sim21,3,g,0.468,57.410,217.377,21600,57.410
4blues,4jobs-2,sim21,3,k,5.682,49.269,189.687,21600,49.269
4blues,4jobs-2,sim21,4,T,0.000,0.513,5.361,48240,0.513
4blues,4jobs-2,sim21,4,b,0.000,0.112,1.652,5040,0.112
4blues,4jobs-2,sim21,4,g,0.000,0.638,5.361,21600,0.638
4blues,4jobs-2,sim21,4,k,0.000,0.481,2.107,21600,0.481
4blues,4jobs-2,sim22,0,T,2.683,83.432,233.596,48240,83.432
4blues,4jobs-2,sim22,0,b,2.683,112.349,233.596,5040,112.349
4blues,4jobs-2,sim22,0,g,9.635,86.280,224.749,21600,86.280
4blues,4jobs-2,sim22,0,k,16.706,73.836,194.917,21600,73.836
4blues,4jobs-2,sim22,1,T,0.000,17.312,111.266,47952,17.416
4blues,4jobs-2,sim22,1,b,0.000,33.583,111.266,4752,35.619
4blues,4jobs-2,sim22,1,g,0.005,16.261,102.042,21600,16.261
4blues,4jobs-2,sim22,1,k,1.098,14.565,80.460,21600,14.565
4blues,4jobs-2,sim22,2,T,0.000,6.855,72.838,48096,6.876
4blues,4jobs-2,sim22,2,b,0.000,2.565,16.452,4896,2.641
4blues,4jobs-2,sim22,2,g,0.012,8.143,72.838,21600,8.143
4blues,4jobs-2,sim22,2,k,0.034,6.569,57.088,21600,6.569
4blues,4jobs-2,sim22,3,T,0.000,55.540,221.707,48192,55.595
4blues,4jobs-2,sim22,3,b,0.000,74.234,221.707,4992,74.947
4blues,4jobs-2,sim22,3,g,0.532,57.511,218.248,21600,57.511
4blues,4jobs-2,sim22,3,k,6.456,49.207,191.239,21600,49.207
4blues,4jobs-2,sim22,4,T,0.003,3.725,17.796,48240,3.725
4blues,4jobs-2,sim22,4,b,0.013,1.967,16.018,5040,1.967
4blues,4jobs-2,sim22,4,g,0.003,4.365,17.796,21600,4.365
4blues,4jobs-2,sim22,4,k,0.021,3.495,11.807,21600,3.495
4blues,4jobs-2,sim23,0,T,0.303,26.805,101.943,48240,26.805
4blues,4jobs-2,sim23,0,b,0.303,37.353,101.943,5040,37.353
4blues,4jobs-2,sim23,0,g,1.163,27.477,87.337,21600,27.477
4blues,4jobs-2,sim23,0,k,4.390,23.673,72.291,21600,23.673
4blues,4jobs-2,sim23,1,T,0.000,17.388,96.960,47952,17.493
4blues,4jobs-2,sim23,1,b,0.000,33.459,96.960,4752,35.486
4blues,4jobs-2,sim23,1,g,0.008,16.360,86.833,21600,16.360
4blues,4jobs-2,sim23,1,k,1.576,14.667,70.391,21600,14.667
4blues,4jobs-2,sim23,2,T,0.000,7.000,56.540,48096,7.021
4blues,4jobs-2,sim23,2,b,0.000,2.541,14.661,4896,2.616
4blues,4jobs-2,sim23,2,g,0.019,8.254,56.540,21600,8.254
4blues,4jobs-2,sim23,2,k,0.061,6.785,48.747,21600,6.785
4blues,4jobs-2,sim23,3,T,0.000,1.898,14.209,48192,1.900
4blues,4jobs-2,sim23,3,b,0.000,1.237,9.093,4992,1.248
4blues,4jobs-2,sim23,3,g,0.002,2.220,14.209,21600,2.220
4blues,4jobs-2,sim23,3,k,0.053,1.732,10.726,21600,1.732
4blues,4jobs-2,sim23,4,T,0.000,0.519,3.804,48240,0.519
4blues,4jobs-2,sim23,4,b,0.005,0.116,1.341,5040,0.116
4blues,4jobs-2,sim23,4,g,0.000,0.643,3.804,21600,0.643
4blues,4jobs-2,sim23,4,k,0.000,0.489,1.774,21600,0.489
4blues,4jobs-2,sim24,0,T,24.283,124.419,270.098,48240,124.419
4blues,4jobs-2,sim24,0,b,45.663,147.385,270.098,5040,147.385
4blues,4jobs-2,sim24,0,g,24.283,132.252,237.289,21600,132.252
4blues,4jobs-2,sim24,0,k,24.358,111.227,209.573,21600,111.227
4blues,4jobs-2,sim24,1,T,0.000,15.869,161.810,47952,15.964
4blues,4jobs-2,sim24,1,b,0.000,30.344,161.810,4752,32.183
4blues,4jobs-2,sim24,1,g,0.004,14.913,126.423,21600,14.913
4blues,4jobs-2,sim24,1,k,1.234,13.447,85.901,21600,13.447
4blues,4jobs-2,sim24,2,T,0.000,6.800,91.279,48096,6.821
4blues,4jobs-2,sim24,2,b,0.000,2.605,18.394,4896,2.682
4blues,4jobs-2,sim24,2,g,0.014,8.099,91.279,21600,8.099
4blues,4jobs-2,sim24,2,k,0.096,6.481,60.482,21600,6.481
4blues,4jobs-2,sim24,3,T,0.000,1.854,19.903,48192,1.856
4blues,4jobs-2,sim24,3,b,0.000,1.216,14.304,4992,1.228
4blues,4jobs-2,sim24,3,g,0.004,2.181,19.903,21600,2.181
4blues,4jobs-2,sim24,3,k,0.047,1.676,13.193,21600,1.676
4blues,4jobs-2,sim24,4,T,0.142,99.896,269.180,48240,99.896
4blues,4jobs-2,sim24,4,b,2.648,113.220,269.180,5040,113.220
4blues,4jobs-2,sim24,4,g,0.142,107.059,237.019,21600,107.059
4blues,4jobs-2,sim24,4,k,9.793,89.624,205.950,21600,89.624
4blues,4jobs-2,sim3,0,T,12.747,118.177,266.375,48240,118.177
4blues,4jobs-2,sim3,0,b,47.594,145.186,266.375,5040,145.186
4blues,4jobs-2,sim3,0,g,12.747,124.687,236.425,21600,124.687
4blues,4jobs-2,sim3,0,k,19.782,105.365,208.425,21600,105.365
4blues,4jobs-2,sim3,1,T,0.000,15.917,162.336,47952,16.012
4blues,4jobs-2,sim3,1,b,0.000,30.386,162.336,4752,32.228
4blues,4jobs-2,sim3,1,g,0.007,14.967,124.306,21600,14.967
4blues,4jobs-2,sim3,1,k,1.139,13.490,84.235,21600,13.490
4blues,4jobs-2,sim3,2,T,0.000,0.121,5.064,48096,0.121
4blues,4jobs-2,sim3,2,b,0.000,0.052,0.841,4896,0.054
4blues,4jobs-2,sim3,2,g,0.000,0.151,5.064,21600,0.151
4blues,4jobs-2,sim3,2,k,0.000,0.107,1.917,21600,0.107
4blues,4jobs-2,sim3,3,T,0.000,1.921,19.905,48192,1.923
4blues,4jobs-2,sim3,3,b,0.000,1.231,13.617,4992,1.243
4blues,4jobs-2,sim3,3,g,0.003,2.243,19.905,21600,2.243
4blues,4jobs-2,sim3,3,k,0.046,1.760,11.201,21600,1.760
4blues,4jobs-2,sim3,4,T,0.106,100.218,266.254,48240,100.218
4blues,4jobs-2,sim3,4,b,2.115,113.517,266.254,5040,113.517
4blues,4jobs-2,sim3,4,g,0.106,107.325,236.263,21600,107.325
4blues,4jobs-2,sim3,4,k,9.505,90.007,205.586,21600,90.007
4blues,4jobs-2,sim4,0,T,2.543,45.125,116.335,48240,45.125
4blues,4jobs-2,sim4,0,b,2.543,38.338,116.335,5040,38.338
4blues,4jobs-2,sim4,0,g,3.120,51.506,91.674,21600,51.506
4blues,4jobs-2,sim4,0,k,6.916,40.328,75.673,21600,40.328
4blues,4jobs-2,sim4,1,T,0.000,16.974,111.088,47952,17.076
4blues,4jobs-2,sim4,1,b,0.000,32.559,111.088,4752,34.533
4blues,4jobs-2,sim4,1,g,0.014,15.989,91.054,21600,15.989
4blues,4jobs-2,sim4,1,k,1.749,14.322,72.753,21600,14.322
4blues,4jobs-2,sim4,2,T,0.000,0.121,4.316,48096,0.121
4blues,4jobs-2,sim4,2,b,0.000,0.048,0.834,4896,0.050
4blues,4jobs-2,sim4,2,g,0.000,0.150,4.316,21600,0.150
4blues,4jobs-2,sim4,2,k,0.000,0.108,1.646,21600,0.108
4blues,4jobs-2,sim4,3,T,0.000,1.885,15.924,48192,1.887
4blues,4jobs-2,sim4,3,b,0.000,1.141,11.988,4992,1.152
4blues,4jobs-2,sim4,3,g,0.003,2.204,15.924,21600,2.204
4blues,4jobs-2,sim4,3,k,0.050,1.740,10.449,21600,1.740
4blues,4jobs-2,sim4,4,T,0.018,26.145,79.439,48240,26.145
4blues,4jobs-2,sim4,4,b,0.957,4.590,32.749,5040,4.590
4blues,4jobs-2,sim4,4,g,0.018,33.163,79.439,21600,33.163
4blues,4jobs-2,sim4,4,k,0.158,24.157,72.070,21600,24.157
4blues,4jobs-2,sim5,0,T,18.680,128.784,271.160,48240,128.784
4blues,4jobs-2,sim5,0,b,38.291,146.133,271.160,5040,146.133
4blues,4jobs-2,sim5,0,g,18.680,137.944,238.215,21600,137.944
4blues,4jobs-2,sim5,0,k,29.034,115.575,211.359,21600,115.575
4blues,4jobs-2,sim5,1,T,0.000,15.761,165.382,47952,15.856
4blues,4jobs-2,sim5,1,b,0.000,30.176,165.382,4752,32.005
4blues,4jobs-2,sim5,1,g,0.006,14.812,125.949,21600,14.812
4blues,4jobs-2,sim5,1,k,1.246,13.347,87.331,21600,13.347
4blues,4jobs-2,sim5,2,T,0.000,0.117,4.470,48095,0.117
4blues,4jobs-2,sim5,2,b,0.000,0.051,0.991,4896,0.053
4blues,4jobs-2,sim5,2,g,0.000,0.147,4.470,21599,0.147
4blues,4jobs-2,sim5,2,k,0.001,0.102,2.153,21600,0.102
4blues,4jobs-2,sim5,3,T,0.000,12.974,91.517,48192,12.987
4blues,4jobs-2,sim5,3,b,0.000,2.954,25.306,4992,2.982
4blues,4jobs-2,sim5,3,g,0.030,15.859,91.517,21600,15.859
4blues,4jobs-2,sim5,3,k,0.136,12.427,69.090,21600,12.427
4blues,4jobs-2,sim5,4,T,0.111,99.932,270.034,48240,99.932
4blues,4jobs-2,sim5,4,b,2.442,112.952,270.034,5040,112.952
4blues,4jobs-2,sim5,4,g,0.111,107.126,237.919,21600,107.126
4blues,4jobs-2,sim5,4,k,9.622,89.700,207.950,21600,89.700
4blues,4jobs-2,sim6,0,T,1.877,33.933,110.268,48240,33.933
4blues,4jobs-2,sim6,0,b,1.877,37.962,110.268,5040,37.962
4blues,4jobs-2,sim6,0,g,2.985,36.484,94.871,21600,36.484
4blues,4jobs-2,sim6,0,k,6.604,30.443,81.463,21600,30.443
4blues,4jobs-2,sim6,1,T,0.000,17.095,106.584,47952,17.197
4blues,4jobs-2,sim6,1,b,0.000,32.984,106.584,4752,34.983
4blues,4jobs-2,sim6,1,g,0.010,16.033,90.565,21600,16.033
4blues,4jobs-2,sim6,1,k,1.483,14.448,72.995,21600,14.448
4blues,4jobs-2,sim6,2,T,0.000,0.122,4.341,48096,0.122
4blues,4jobs-2,sim6,2,b,0.000,0.051,0.741,4896,0.052
4blues,4jobs-2,sim6,2,g,0.000,0.151,4.341,21600,0.151
4blues,4jobs-2,sim6,2,k,0.000,0.109,2.054,21600,0.109
4blues,4jobs-2,sim6,3,T,0.000,12.879,78.354,48192,12.892
4blues,4jobs-2,sim6,3,b,0.000,2.915,17.505,4992,2.943
4blues,4jobs-2,sim6,3,g,0.052,15.822,78.354,21600,15.822
4blues,4jobs-2,sim6,3,k,0.194,12.261,67.513,21600,12.261
4blues,4jobs-2,sim6,4,T,0.003,3.838,13.844,48240,3.838
4blues,4jobs-2,sim6,4,b,0.043,2.012,13.644,5040,2.012
4blues,4jobs-2,sim6,4,g,0.003,4.477,13.844,21600,4.477
4blues,4jobs-2,sim6,4,k,0.025,3.625,10.699,21600,3.625
4blues,4jobs-2,sim7,0,T,1.971,48.974,167.149,48240,48.974
4blues,4jobs-2,sim7,0,b,1.971,71.049,167.149,5040,71.049
4blues,4jobs-2,sim7,0,g,2.830,49.618,161.431,21600,49.618
4blues,4jobs-2,sim7,0,k,6.595,43.179,140.939,21600,43.179
4blues,4jobs-2,sim7,1,T,0.000,17.443,108.639,47952,17.548
4blues,4jobs-2,sim7,1,b,0.000,33.515,108.639,4752,35.546
4blues,4jobs-2,sim7,1,g,0.005,16.439,88.538,21600,16.439
4blues,4jobs-2,sim7,1,k,0.804,14.697,73.241,21600,14.697
4blues,4jobs-2,sim7,2,T,0.000,27.429,160.338,48096,27.511
4blues,4jobs-2,sim7,2,b,0.000,35.316,158.142,4896,36.355
4blues,4jobs-2,sim7,2,g,0.154,28.379,160.338,21600,28.379
4blues,4jobs-2,sim7,2,k,1.632,24.639,138.624,21600,24.639
4blues,4jobs-2,sim7,3,T,0.000,0.244,3.708,48192,0.244
4blues,4jobs-2,sim7,3,b,0.000,0.061,0.697,4992,0.062
4blues,4jobs-2,sim7,3,g,0.000,0.308,3.708,21600,0.308
4blues,4jobs-2,sim7,3,k,0.001,0.222,1.877,21600,0.222
4blues,4jobs-2,sim7,4,T,0.002,3.858,14.882,48240,3.858
4blues,4jobs-2,sim7,4,b,0.108,2.157,14.228,5040,2.157
4blues,4jobs-2,sim7,4,g,0.002,4.492,14.882,21600,4.492
4blues,4jobs-2,sim7,4,k,0.021,3.621,10.873,21600,3.621
4blues,4jobs-2,sim8,0,T,3.110,70.315,185.164,48240,70.315
4blues,4jobs-2,sim8,0,b,3.110,72.321,185.164,5040,72.321
4blues,4jobs-2,sim8,0,g,3.278,77.328,176.870,21600,77.328
4blues,4jobs-2,sim8,0,k,6.740,62.834,153.259,21600,62.834
4blues,4jobs-2,sim8,1,T,0.000,16.891,120.565,47952,16.993
4blues,4jobs-2,sim8,1,b,0.000,32.448,120.565,4752,34.414
4blues,4jobs-2,sim8,1,g,0.005,15.883,94.289,21600,15.883
4blues,4jobs-2,sim8,1,k,0.941,14.270,74.012,21600,14.270
4blues,4jobs-2,sim8,2,T,0.000,27.215,174.100,48096,27.297
4blues,4jobs-2,sim8,2,b,0.000,35.066,168.605,4896,36.097
4blues,4jobs-2,sim8,2,g,0.143,28.142,174.100,21600,28.142
4blues,4jobs-2,sim8,2,k,1.952,24.457,146.617,21600,24.457
4blues,4jobs-2,sim8,3,T,0.000,0.237,5.708,48192,0.237
4blues,4jobs-2,sim8,3,b,0.000,0.058,2.034,4992,0.058
4blues,4jobs-2,sim8,3,g,0.000,0.301,5.708,21600,0.301
4blues,4jobs-2,sim8,3,k,0.000,0.215,2.226,21600,0.215
4blues,4jobs-2,sim8,4,T,0.021,25.971,84.780,48240,25.971
4blues,4jobs-2,sim8,4,b,1.131,4.751,34.258,5040,4.751
4blues,4jobs-2,sim8,4,g,0.021,33.003,84.780,21600,33.003
4blues,4jobs-2,sim8,4,k,0.142,23.892,72.556,21600,23.892
4blues,4jobs-2,sim9,0,T,0.337,47.376,165.736,48240,47.376
4blues,4jobs-2,sim9,0,b,0.337,70.423,165.736,5040,70.423
4blues,4jobs-2,sim9,0,g,1.726,47.738,160.784,21600,47.738
4blues,4jobs-2,sim9,0,k,7.920,41.637,141.299,21600,41.637
4blues,4jobs-2,sim9,1,T,0.000,17.479,106.769,47952,17.584
4blues,4jobs-2,sim9,1,b,0.000,33.645,106.769,4752,35.684
4blues,4jobs-2,sim9,1,g,0.004,16.458,89.503,21600,16.458
4blues,4jobs-2,sim9,1,k,0.886,14.728,73.485,21600,14.728
4blues,4jobs-2,sim9,2,T,0.000,27.436,159.639,48096,27.518
4blues,4jobs-2,sim9,2,b,0.000,35.329,154.642,4896,36.368
4blues,4jobs-2,sim9,2,g,0.103,28.371,159.639,21600,28.371
4blues,4jobs-2,sim9,2,k,1.612,24.659,136.758,21600,24.659
4blues,4jobs-2,sim9,3,T,0.000,1.940,13.596,48192,1.942
4blues,4jobs-2,sim9,3,b,0.000,1.327,7.536,4992,1.340
4blues,4jobs-2,sim9,3,g,0.001,2.262,13.596,21600,2.262
4blues,4jobs-2,sim9,3,k,0.035,1.761,10.490,21600,1.761
4blues,4jobs-2,sim9,4,T,0.000,0.521,3.480,48240,0.521
4blues,4jobs-2,sim9,4,b,0.004,0.122,0.978,5040,0.122
4blues,4jobs-2,sim9,4,g,0.000,0.647,3.480,21600,0.647
4blues,4jobs-2,sim9,4,k,0.000,0.489,1.725,21600,0.489
4blues,8jobs-1,sim1,0,T,3.282,70.592,197.339,48240,70.592
4blues,8jobs-1,sim1,0,b,4.586,76.093,174.715,5040,76.093
4blues,8jobs-1,sim1,0,g,3.282,75.495,197.339,21600,75.495
4blues,8jobs-1,sim1,0,k,8.920,64.405,177.846,21600,64.405
4blues,8jobs-1,sim1,1,T,0.000,15.957,134.125,46860,16.427
4blues,8jobs-1,sim1,1,b,0.000,27.800,134.125,3696,37.909
4blues,8jobs-1,sim1,1,g,0.000,15.353,91.694,21564,15.379
4blues,8jobs-1,sim1,1,k,0.768,13.797,79.172,21600,13.797
4blues,8jobs-1,sim1,2,T,0.000,0.125,3.675,47122,0.128
4blues,8jobs-1,sim1,2,b,0.000,0.031,1.235,4032,0.039
4blues,8jobs-1,sim1,2,g,0.000,0.157,3.675,21492,0.158
4blues,8jobs-1,sim1,2,k,0.000,0.115,1.567,21598,0.115
4blues,8jobs-1,sim1,3,T,0.000,0.125,4.568,47234,0.128
4blues,8jobs-1,sim1,3,b,0.000,0.036,1.212,4320,0.042
4blues,8jobs-1,sim1,3,g,0.000,0.156,4.568,21314,0.158
4blues,8jobs-1,sim1,3,k,0.000,0.114,1.686,21600,0.114
4blues,8jobs-1,sim1,4,T,0.000,23.247,195.178,47423,23.648
4blues,8jobs-1,sim1,4,b,0.000,22.058,174.094,4320,25.734
4blues,8jobs-1,sim1,4,g,0.000,25.278,195.178,21503,25.392
4blues,8jobs-1,sim1,4,k,0.841,21.494,170.052,21600,21.494
4blues,8jobs-1,sim1,5,T,0.000,23.734,195.957,47280,24.216
4blues,8jobs-1,sim1,5,b,0.000,24.172,167.069,4320,28.201
4blues,8jobs-1,sim1,5,g,0.000,25.551,195.957,21360,25.838
4blues,8jobs-1,sim1,5,k,0.479,21.815,175.608,21600,21.815
4blues,8jobs-1,sim1,6,T,0.000,0.439,10.177,47744,0.443
4blues,8jobs-1,sim1,6,b,0.000,0.194,5.179,4560,0.215
4blues,8jobs-1,sim1,6,g,0.000,0.523,10.177,21584,0.524
4blues,8jobs-1,sim1,6,k,0.000,0.411,5.652,21600,0.411
4blues,8jobs-1,sim1,7,T,0.000,0.431,14.355,47948,0.434
4blues,8jobs-1,sim1,7,b,0.000,0.249,6.229,4752,0.264
4blues,8jobs-1,sim1,7,g,0.000,0.511,14.355,21596,0.512
4blues,8jobs-1,sim1,7,k,0.002,0.394,7.655,21600,0.394
4blues,8jobs-1,sim1,8,T,0.000,6.534,65.791,47220,6.675
4blues,8jobs-1,sim1,8,b,0.000,1.552,21.579,4032,1.940
4blues,8jobs-1,sim1,8,g,0.000,7.965,65.791,21588,7.969
4blues,8jobs-1,sim1,8,k,0.019,6.265,56.432,21600,6.265
4blues,8jobs-1,sim2,0,T,3.736,76.366,205.210,48240,76.366
4blues,8jobs-1,sim2,0,b,5.713,78.066,178.803,5040,78.066
4blues,8jobs-1,sim2,0,g,3.736,82.630,205.210,21600,82.630
4blues,8jobs-1,sim2,0,k,8.852,69.705,187.956,21600,69.705
4blues,8jobs-1,sim2,1,T,0.000,15.911,139.227,46860,16.379
4blues,8jobs-1,sim2,1,b,0.000,27.710,139.227,3696,37.786
4blues,8jobs-1,sim2,1,g,0.000,15.311,92.010,21564,15.337
4blues,8jobs-1,sim2,1,k,0.822,13.757,79.592,21600,13.757
4blues,8jobs-1,sim2,2,T,0.000,0.124,4.349,47113,0.126
4blues,8jobs-1,sim2,2,b,0.000,0.032,1.647,4032,0.040
4blues,8jobs-1,sim2,2,g,0.000,0.155,4.349,21481,0.156
4blues,8jobs-1,sim2,2,k,0.000,0.113,1.916,21600,0.113
4blues,8jobs-1,sim2,3,T,0.000,0.125,4.474,47226,0.127
4blues,8jobs-1,sim2,3,b,0.000,0.036,1.223,4320,0.042
