g,r,c,n,jobid
15,4,6,2,2199656
15,4,6,3,2199656
15,4,6,0,2199656
15,4,6,1,2199656
15,4,7,2,2199656
15,4,7,3,2199656
15,4,7,0,2199656
15,4,7,1,2199656
15,4,8,0,2199656
15,4,8,1,2199656
2,0,1,3,2156311
2,0,1,2,2156311
2,0,2,1,2156311
2,0,2,0,2156311
2,0,1,1,2156311
2,0,1,0,2156311
2,0,2,3,2156311
2,0,2,2,2156311
7,4,7,0,2134898
7,4,7,1,2134898
7,4,6,2,2134898
7,4,6,3,2134898
7,4,8,0,2134898
7,4,8,1,2134898
13,5,12,3,2134898
11,1,3,3,2151490
11,1,3,2,2151490
11,1,4,3,2151490
11,1,4,2,2151490
11,1,4,1,2151490
11,1,4,0,2151490
11,1,5,1,2151490
11,1,5,0,2151490
14,5,14,1,2156311
14,5,14,0,2156311
14,5,13,3,2156311
14,5,13,2,2156311
14,5,15,1,2156311
14,5,15,0,2156311
14,5,14,3,2156311
14,5,14,2,2156311
14,5,15,3,2156311
13,3,3,3,2134898
8,5,13,1,2151490
8,5,13,0,2151490
8,5,13,3,2151490
2,1,7,2,2134898
2,1,8,1,2134898
2,1,8,0,2134898
8,5,12,3,2151490
8,5,12,2,2151490
7,1,0,2,2134898
7,1,0,3,2134898
7,1,0,0,2134898
7,1,0,1,2134898
7,0,15,2,2134898
5,1,9,3,2156311
11,5,15,0,2016372
13,3,3,1,2134898
13,3,3,0,2134898
6,1,0,1,2156311
6,1,0,0,2156311
6,0,15,3,2156311
6,0,15,2,2156311
6,0,15,1,2156311
6,0,15,0,2156311
6,0,14,3,2156311
6,0,14,2,2156311
6,0,14,1,2156311
6,0,14,0,2156311
13,3,1,3,2134898
4,5,1,1,2134898
4,5,1,0,2134898
4,5,1,3,2134898
4,5,1,2,2134898
4,5,2,1,2134898
9,4,4,1,2151490
4,5,2,3,2134898
4,5,2,2,2134898
9,4,3,0,2151490
9,4,3,1,2151490
9,4,3,2,2151490
9,4,3,3,2151490
9,4,2,0,2151490
9,4,2,1,2151490
9,4,2,2,2151490
9,4,2,3,2151490
13,3,1,2,2134898
13,1,15,1,2156311
13,1,15,0,2156311
13,1,15,3,2156311
13,1,15,2,2156311
4,2,13,1,2134898
2,1,14,2,2134898
2,1,14,3,2134898
2,1,15,0,2134898
2,1,15,1,2134898
2,1,15,2,2134898
2,1,15,3,2134898
2,2,0,1,2134898
2,2,0,2,2134898
2,2,0,3,2134898
4,3,15,0,2134898
4,3,15,1,2134898
4,3,13,0,2134898
4,3,13,1,2134898
4,3,13,2,2134898
4,3,13,3,2134898
4,3,14,0,2134898
4,3,14,1,2134898
4,3,14,2,2134898
4,3,14,3,2134898
1,4,9,3,2156311
3,5,13,0,2134898
3,5,13,1,2134898
3,5,13,2,2134898
3,5,13,3,2134898
3,1,9,0,2151490
3,5,12,1,2134898
3,5,12,2,2134898
3,5,12,3,2134898
3,5,14,0,2134898
3,5,14,1,2134898
3,1,10,2,2151490
3,1,10,3,2151490
10,4,5,0,2199656
10,4,5,1,2199656
10,4,4,2,2199656
10,4,4,3,2199656
10,4,4,0,2199656
10,4,4,1,2199656
10,4,3,2,2199656
10,4,3,3,2199656
10,4,5,2,2199656
10,4,5,3,2199656
8,4,3,0,2151490
8,4,3,1,2151490
5,0,11,2,2134898
15,4,3,0,2199656
15,4,3,1,2199656
15,4,1,0,2199656
15,4,1,1,2199656
15,4,1,2,2199656
15,4,1,3,2199656
15,4,2,0,2199656
15,4,2,1,2199656
15,4,2,2,2199656
15,4,2,3,2199656
6,5,6,0,2134898
6,5,6,1,2134898
6,5,4,0,2156311
6,5,4,1,2134898
6,5,4,2,2134898
6,5,4,3,2134898
6,5,5,0,2134898
6,5,5,1,2134898
6,5,5,2,2134898
6,5,5,3,2134898
9,1,9,1,2151490
9,1,9,0,2151490
9,1,8,3,2151490
9,1,8,2,2151490
9,1,8,1,2151490
9,1,8,0,2151490
9,1,7,3,2151490
9,1,7,2,2151490
9,1,9,3,2151490
9,1,9,2,2151490
7,3,7,2,2134898
7,3,7,3,2134898
7,3,8,0,2134898
7,3,8,1,2134898
7,3,8,2,2134898
7,3,8,3,2134898
7,3,9,1,2134898
7,3,9,2,2134898
7,3,9,3,2134898
13,4,15,0,2134898
13,4,15,1,2134898
13,4,13,0,2134898
13,4,13,1,2134898
13,4,13,2,2134898
13,4,13,3,2134898
13,4,14,0,2134898
13,4,14,1,2134898
13,4,14,2,2134898
13,4,14,3,2134898
11,1,10,1,2151490
11,1,10,0,2151490
11,1,8,1,2151490
11,1,8,0,2151490
11,1,8,3,2151490
11,1,8,2,2151490
11,1,9,1,2151490
11,1,9,0,2151490
11,1,9,3,2151490
11,1,9,2,2151490
4,1,7,2,2134898
15,0,4,3,2156311
15,0,4,2,2156311
15,0,2,3,2156311
15,0,2,2,2156311
15,0,3,1,2156311
15,0,3,0,2156311
15,0,3,3,2156311
15,0,3,2,2156311
15,0,4,1,2156311
15,0,4,0,2156311
4,1,8,0,2134898
4,1,8,1,2134898
4,1,8,2,2134898
4,1,8,3,2134898
9,0,11,0,2151490
4,1,9,0,2134898
9,0,11,1,2151490
9,0,11,2,2151490
9,0,11,3,2151490
9,0,12,0,2151490
9,0,12,1,2151490
4,1,9,1,2134898
9,0,12,2,2151490
9,0,12,3,2151490
9,3,15,0,2151490
9,3,15,1,2151490
4,5,8,1,2134898
4,5,8,0,2134898
4,5,7,3,2134898
4,5,7,2,2134898
9,3,13,0,2151490
4,5,7,0,2134898
4,5,6,3,2134898
4,5,6,2,2134898
9,3,14,0,2151490
9,3,14,1,2151490
13,2,13,1,2134898
13,2,13,0,2134898
13,2,12,3,2134898
13,2,12,2,2134898
13,2,14,1,2134898
13,2,14,0,2134898
13,2,13,3,2134898
13,2,13,2,2134898
13,2,14,3,2134898
13,2,14,2,2134898
1,0,6,2,2156311
13,5,6,3,2134898
8,4,10,0,2151490
3,5,7,2,2134898
3,5,7,3,2134898
3,5,7,0,2134898
3,5,7,1,2134898
3,5,8,2,2134898
3,5,8,3,2134898
3,5,8,0,2134898
3,5,8,1,2134898
8,0,3,1,2134898
8,0,3,0,2134898
8,0,3,3,2134898
8,0,3,2,2134898
8,0,2,1,2134898
8,0,2,0,2134898
8,0,2,3,2134898
8,4,10,1,2151490
10,0,11,1,2199656
10,0,11,0,2199656
10,0,11,3,2199656
10,0,11,2,2199656
10,0,10,1,2199656
10,0,10,0,2199656
10,0,10,3,2199656
10,0,10,2,2199656
10,0,12,1,2199656
10,0,12,0,2199656
3,2,2,3,2151490
3,2,4,0,2151490
10,1,14,0,2016372
15,3,13,2,2199656
15,3,13,3,2199656
15,3,13,0,2199656
15,3,13,1,2199656
15,3,12,2,2199656
15,3,12,3,2199656
15,3,12,0,2199656
15,3,12,1,2199656
3,2,4,1,2151490
15,3,14,0,2199656
15,3,14,1,2199656
2,3,8,3,2134898
2,3,8,2,2134898
2,3,9,1,2134898
2,3,9,0,2134898
2,3,7,3,2134898
2,3,7,2,2134898
2,3,8,1,2134898
2,3,8,0,2134898
2,3,9,3,2134898
2,3,9,2,2134898
9,1,14,3,2151490
9,1,14,2,2151490
13,1,8,2,2156311
9,1,13,2,2151490
11,4,4,1,2151490
11,4,4,0,2151490
11,4,3,3,2151490
11,4,3,2,2151490
11,4,3,1,2151490
11,4,3,0,2151490
11,4,2,3,2151490
11,4,2,2,2151490
11,4,4,3,2151490
11,4,4,2,2151490
7,3,14,2,2134898
7,3,14,3,2134898
7,3,14,0,2134898
7,3,14,1,2134898
7,3,13,2,2134898
3,3,13,1,2156311
7,3,13,0,2134898
7,3,13,1,2134898
7,3,12,2,2134898
7,3,12,3,2134898
13,5,3,2,2134898
13,5,3,3,2134898
13,5,3,0,2134898
13,5,3,1,2134898
13,5,2,2,2134898
13,5,2,3,2134898
13,5,2,0,2134898
13,5,2,1,2134898
9,5,5,3,2156311
13,5,4,0,2134898
13,5,4,1,2134898
3,3,13,0,2156311
4,3,3,3,2134898
9,5,5,1,2156311
4,4,11,3,2134898
6,1,9,2,2156311
6,1,9,3,2156311
6,1,9,1,2156311
6,1,8,3,2156311
5,1,5,2,2134898
3,1,14,2,2151490
6,0,4,0,2199656
9,4,12,0,2151490
9,4,12,1,2151490
9,4,12,2,2151490
9,4,12,3,2151490
9,4,13,0,2151490
9,4,13,1,2151490
9,4,13,2,2151490
9,4,13,3,2151490
9,4,14,0,2151490
9,4,14,1,2151490
3,2,3,0,2151490
4,4,0,0,2134898
3,2,3,1,2151490
3,2,2,2,2151490
6,3,0,3,2156311
6,3,0,2,2156311
4,0,6,3,2134898
6,2,14,3,2156311
6,2,14,2,2156311
6,2,15,1,2156311
6,2,15,0,2156311
6,2,15,3,2156311
6,2,15,2,2156311
6,3,0,1,2156311
6,3,0,0,2156311
3,2,3,2,2151490
3,2,3,3,2151490
13,2,7,3,2156311
13,2,7,2,2156311
13,2,8,1,2156311
13,2,8,0,2156311
13,2,8,3,2156311
13,2,8,2,2156311
4,3,5,0,2134898
4,3,5,1,2134898
4,3,4,0,2134898
3,5,3,3,2134898
4,3,4,2,2134898
4,3,4,3,2134898
4,3,3,0,2134898
4,3,3,1,2134898
4,3,3,2,2134898
3,5,3,2,2134898
8,3,11,0,2151490
8,3,11,1,2151490
14,1,13,2,2134898
14,1,13,3,2134898
3,5,4,1,2134898
3,5,4,0,2134898
14,1,12,2,2134898
8,3,9,3,2151490
4,0,8,0,2134898
4,0,8,1,2134898
3,2,4,2,2151490
3,2,4,3,2151490
8,3,9,0,2151490
4,0,6,0,2134898
4,0,6,1,2134898
4,0,6,2,2134898
14,1,13,1,2134898
4,0,7,0,2134898
4,0,7,1,2134898
4,0,7,2,2134898
4,0,7,3,2134898
14,4,1,2,2134898
14,4,1,3,2134898
14,4,0,2,2134898
14,4,0,3,2134898
14,4,1,0,2134898
14,4,1,1,2134898
14,3,15,2,2134898
14,3,15,3,2134898
14,4,0,0,2134898
14,4,0,1,2134898
