sg,sr,sg,dg,dr,dc,color,value
11,2,0,11,2,7,g,0.011605
12,2,0,12,2,7,g,0.009751
13,2,0,13,2,7,g,0.012200
14,2,0,14,2,7,g,0.010219
0,2,0,0,2,8,g,0.728911
1,2,0,1,2,8,g,0.721780
2,2,0,2,2,8,g,0.734572
3,2,0,3,2,8,g,0.719124
4,2,0,4,2,8,g,0.722764
5,2,0,5,2,8,g,0.715043
6,2,0,6,2,8,g,0.718007
7,2,0,7,2,8,g,0.110005
8,2,0,8,2,8,g,0.007974
9,2,0,9,2,8,g,0.005823
10,2,0,10,2,8,g,0.008033
11,2,0,11,2,8,g,0.018349
12,2,0,12,2,8,g,0.011011
13,2,0,13,2,8,g,0.006647
14,2,0,14,2,8,g,0.013692
0,2,0,0,2,9,g,0.726373
1,2,0,1,2,9,g,0.722445
2,2,0,2,2,9,g,0.730087
3,2,0,3,2,9,g,0.728227
4,2,0,4,2,9,g,0.725464
5,2,0,5,2,9,g,0.712036
6,2,0,6,2,9,g,0.718345
7,2,0,7,2,9,g,0.152516
8,2,0,8,2,9,g,0.014376
9,2,0,9,2,9,g,0.006446
10,2,0,10,2,9,g,0.007598
11,2,0,11,2,9,g,0.013820
12,2,0,12,2,9,g,0.015622
13,2,0,13,2,9,g,0.007315
14,2,0,14,2,9,g,0.008460
0,2,0,0,2,10,g,0.605987
1,2,0,1,2,10,g,0.599875
2,2,0,2,2,10,g,0.597004
3,2,0,3,2,10,g,0.590491
4,2,0,4,2,10,g,0.563224
5,2,0,5,2,10,g,0.582124
6,2,0,6,2,10,g,0.640811
7,2,0,7,2,10,g,0.064754
8,2,0,8,2,10,g,0.008102
9,2,0,9,2,10,g,0.006544
10,2,0,10,2,10,g,0.006821
11,2,0,11,2,10,g,0.009462
12,2,0,12,2,10,g,0.011692
13,2,0,13,2,10,g,0.009383
14,2,0,14,2,10,g,0.008599
0,2,0,0,2,11,g,0.562710
1,2,0,1,2,11,g,0.547351
2,2,0,2,2,11,g,0.553559
3,2,0,3,2,11,g,0.521855
4,2,0,4,2,11,g,0.547251
5,2,0,5,2,11,g,0.524612
6,2,0,6,2,11,g,0.579823
7,2,0,7,2,11,g,0.033765
8,2,0,8,2,11,g,0.007538
9,2,0,9,2,11,g,0.008234
10,2,0,10,2,11,g,0.004384
11,2,0,11,2,11,g,0.014513
12,2,0,12,2,11,g,0.013284
13,2,0,13,2,11,g,0.017558
14,2,0,14,2,11,g,0.010173
0,2,0,0,2,12,g,0.698204
1,2,0,1,2,12,g,0.732866
2,2,0,2,2,12,g,0.731024
3,2,0,3,2,12,g,0.724192
4,2,0,4,2,12,g,0.722664
5,2,0,5,2,12,g,0.729538
6,2,0,6,2,12,g,0.728724
7,2,0,7,2,12,g,0.082261
8,2,0,8,2,12,g,0.011967
9,2,0,9,2,12,g,0.008365
10,2,0,10,2,12,g,0.008308
11,2,0,11,2,12,g,0.006296
12,2,0,12,2,12,g,0.014290
13,2,0,13,2,12,g,0.011093
14,2,0,14,2,12,g,0.011560
0,2,0,0,2,13,g,0.776102
1,2,0,1,2,13,g,0.764139
2,2,0,2,2,13,g,0.766262
3,2,0,3,2,13,g,0.761445
4,2,0,4,2,13,g,0.766066
5,2,0,5,2,13,g,0.769052
6,2,0,6,2,13,g,0.749422
7,2,0,7,2,13,g,0.215522
8,2,0,8,2,13,g,0.020920
9,2,0,9,2,13,g,0.004832
10,2,0,10,2,13,g,0.006559
11,2,0,11,2,13,g,0.010441
12,2,0,12,2,13,g,0.013579
13,2,0,13,2,13,g,0.011227
14,2,0,14,2,13,g,0.007169
0,2,0,0,2,14,g,0.686359
1,2,0,1,2,14,g,0.662576
2,2,0,2,2,14,g,0.676357
3,2,0,3,2,14,g,0.673790
4,2,0,4,2,14,g,0.669590
5,2,0,5,2,14,g,0.685859
6,2,0,6,2,14,g,0.658272
7,2,0,7,2,14,g,0.038852
8,2,0,8,2,14,g,0.006340
9,2,0,9,2,14,g,0.006595
10,2,0,10,2,14,g,0.011242
11,2,0,11,2,14,g,0.007857
12,2,0,12,2,14,g,0.011564
13,2,0,13,2,14,g,0.010369
14,2,0,14,2,14,g,0.014963
0,2,0,0,2,15,g,0.701518
1,2,0,1,2,15,g,0.654481
2,2,0,2,2,15,g,0.689897
3,2,0,3,2,15,g,0.698871
4,2,0,4,2,15,g,0.680240
5,2,0,5,2,15,g,0.702957
6,2,0,6,2,15,g,0.695635
7,2,0,7,2,15,g,0.037966
8,2,0,8,2,15,g,0.010795
9,2,0,9,2,15,g,0.005611
10,2,0,10,2,15,g,0.009097
11,2,0,11,2,15,g,0.008142
12,2,0,12,2,15,g,0.012528
13,2,0,13,2,15,g,0.013536
14,2,0,14,2,15,g,0.011610
0,2,0,0,3,0,k,0.532431
1,2,0,1,3,0,k,0.565696
2,2,0,2,3,0,k,0.548437
3,2,0,3,3,0,k,0.538871
4,2,0,4,3,0,k,0.543097
5,2,0,5,3,0,k,0.532719
6,2,0,6,3,0,k,0.565094
7,2,0,7,3,0,k,0.004611
8,2,0,8,3,0,k,0.007156
9,2,0,9,3,0,k,0.005939
10,2,0,10,3,0,k,0.005226
11,2,0,11,3,0,k,0.006485
12,2,0,12,3,0,k,0.007906
13,2,0,13,3,0,k,0.008701
14,2,0,14,3,0,k,0.011064
0,2,0,0,3,0,k,0.542175
1,2,0,1,3,0,k,0.540516
2,2,0,2,3,0,k,0.537491
3,2,0,3,3,0,k,0.547064
4,2,0,4,3,0,k,0.526705
5,2,0,5,3,0,k,0.560476
6,2,0,6,3,0,k,0.567040
7,2,0,7,3,0,k,0.001272
8,2,0,8,3,0,k,0.011211
9,2,0,9,3,0,k,0.007858
10,2,0,10,3,0,k,0.006704
11,2,0,11,3,0,k,0.008305
12,2,0,12,3,0,k,0.008393
13,2,0,13,3,0,k,0.009267
14,2,0,14,3,0,k,0.006573
0,2,0,0,3,0,k,0.544999
1,2,0,1,3,0,k,0.529922
2,2,0,2,3,0,k,0.552243
3,2,0,3,3,0,k,0.551552
4,2,0,4,3,0,k,0.539098
5,2,0,5,3,0,k,0.520081
6,2,0,6,3,0,k,0.553142
7,2,0,7,3,0,k,0.002408
8,2,0,8,3,0,k,0.008721
9,2,0,9,3,0,k,0.006533
10,2,0,10,3,0,k,0.006594
11,2,0,11,3,0,k,0.005802
12,2,0,12,3,0,k,0.007264
13,2,0,13,3,0,k,0.009684
14,2,0,14,3,0,k,0.008363
0,2,0,0,4,0,k,0.455025
1,2,0,1,4,0,k,0.471211
2,2,0,2,4,0,k,0.477214
3,2,0,3,4,0,k,0.459581
4,2,0,4,4,0,k,0.448015
5,2,0,5,4,0,k,0.470924
6,2,0,6,4,0,k,0.483163
7,2,0,7,4,0,k,0.003000
8,2,0,8,4,0,k,0.004650
9,2,0,9,4,0,k,0.009027
10,2,0,10,4,0,k,0.005695
11,2,0,11,4,0,k,0.007343
12,2,0,12,4,0,k,0.013438
13,2,0,13,4,0,k,0.009422
14,2,0,14,4,0,k,0.006887
0,2,0,0,4,0,k,0.479266
1,2,0,1,4,0,k,0.484422
2,2,0,2,4,0,k,0.472110
3,2,0,3,4,0,k,0.483468
4,2,0,4,4,0,k,0.481606
5,2,0,5,4,0,k,0.467779
6,2,0,6,4,0,k,0.484973
7,2,0,7,4,0,k,0.005477
8,2,0,8,4,0,k,0.008169
9,2,0,9,4,0,k,0.005933
10,2,0,10,4,0,k,0.006789
11,2,0,11,4,0,k,0.004865
12,2,0,12,4,0,k,0.008584
13,2,0,13,4,0,k,0.007280
14,2,0,14,4,0,k,0.008959
0,2,0,0,4,0,k,0.479620
1,2,0,1,4,0,k,0.447960
2,2,0,2,4,0,k,0.492017
3,2,0,3,4,0,k,0.456147
4,2,0,4,4,0,k,0.493800
5,2,0,5,4,0,k,0.454197
6,2,0,6,4,0,k,0.487404
7,2,0,7,4,0,k,0.001678
8,2,0,8,4,0,k,0.008092
9,2,0,9,4,0,k,0.005823
10,2,0,10,4,0,k,0.007497
11,2,0,11,4,0,k,0.007133
12,2,0,12,4,0,k,0.010742
13,2,0,13,4,0,k,0.010832
14,2,0,14,4,0,k,0.007229
0,2,0,0,5,0,k,0.525493
1,2,0,1,5,0,k,0.486421
2,2,0,2,5,0,k,0.503082
3,2,0,3,5,0,k,0.486574
4,2,0,4,5,0,k,0.491980
5,2,0,5,5,0,k,0.486281
6,2,0,6,5,0,k,0.490026
7,2,0,7,5,0,k,0.003674
8,2,0,8,5,0,k,0.013743
9,2,0,9,5,0,k,0.005233
10,2,0,10,5,0,k,0.005574
11,2,0,11,5,0,k,0.011264
12,2,0,12,5,0,k,0.011842
13,2,0,13,5,0,k,0.012527
14,2,0,14,5,0,k,0.007810
0,2,0,0,5,0,k,0.518902
1,2,0,1,5,0,k,0.480660
2,2,0,2,5,0,k,0.483397
3,2,0,3,5,0,k,0.495496
4,2,0,4,5,0,k,0.493336
5,2,0,5,5,0,k,0.486191
6,2,0,6,5,0,k,0.515658
7,2,0,7,5,0,k,0.004464
8,2,0,8,5,0,k,0.006220
9,2,0,9,5,0,k,0.010088
10,2,0,10,5,0,k,0.005182
11,2,0,11,5,0,k,0.004420
12,2,0,12,5,0,k,0.013325
13,2,0,13,5,0,k,0.015168
14,2,0,14,5,0,k,0.006791
0,2,0,0,5,0,k,0.495411
1,2,0,1,5,0,k,0.500183
2,2,0,2,5,0,k,0.470678
3,2,0,3,5,0,k,0.485191
4,2,0,4,5,0,k,0.490181
5,2,0,5,5,0,k,0.476381
6,2,0,6,5,0,k,0.479665
7,2,0,7,5,0,k,0.003948
8,2,0,8,5,0,k,0.008587
9,2,0,9,5,0,k,0.006471
10,2,0,10,5,0,k,0.004409
11,2,0,11,5,0,k,0.011951
12,2,0,12,5,0,k,0.011461
13,2,0,13,5,0,k,0.009343
14,2,0,14,5,0,k,0.010400
0,2,1,0,0,1,k,0.529801
1,2,1,1,0,1,k,0.520104
2,2,1,2,0,1,k,0.508398
3,2,1,3,0,1,k,0.525863
4,2,1,4,0,1,k,0.520515
5,2,1,5,0,1,k,0.509180
6,2,1,6,0,1,k,0.511575
7,2,1,7,0,1,k,0.233102
8,2,1,8,0,1,k,0.006357
9,2,1,9,0,1,k,0.010462
10,2,1,10,0,1,k,0.004688
11,2,1,11,0,1,k,0.007940
12,2,1,12,0,1,k,0.008881
13,2,1,13,0,1,k,0.012800
14,2,1,14,0,1,k,0.009985
0,2,1,0,0,1,k,0.551513
1,2,1,1,0,1,k,0.543222
2,2,1,2,0,1,k,0.494800
3,2,1,3,0,1,k,0.513021
4,2,1,4,0,1,k,0.506445
5,2,1,5,0,1,k,0.521740
6,2,1,6,0,1,k,0.490672
7,2,1,7,0,1,k,0.236503
8,2,1,8,0,1,k,0.005853
9,2,1,9,0,1,k,0.008501
10,2,1,10,0,1,k,0.005328
11,2,1,11,0,1,k,0.007028
12,2,1,12,0,1,k,0.006329
13,2,1,13,0,1,k,0.006812
14,2,1,14,0,1,k,0.012799
0,2,1,0,0,1,k,0.506262
1,2,1,1,0,1,k,0.517490
2,2,1,2,0,1,k,0.484728
3,2,1,3,0,1,k,0.510754
4,2,1,4,0,1,k,0.514440
5,2,1,5,0,1,k,0.501713
6,2,1,6,0,1,k,0.497883
7,2,1,7,0,1,k,0.248631
8,2,1,8,0,1,k,0.005266
9,2,1,9,0,1,k,0.006890
10,2,1,10,0,1,k,0.005993
11,2,1,11,0,1,k,0.008910
12,2,1,12,0,1,k,0.011689
13,2,1,13,0,1,k,0.012139
14,2,1,14,0,1,k,0.009917
0,2,1,0,1,1,k,0.683853
1,2,1,1,1,1,k,0.680976
2,2,1,2,1,1,k,0.693076
3,2,1,3,1,1,k,0.690649
4,2,1,4,1,1,k,0.664920
5,2,1,5,1,1,k,0.678388
6,2,1,6,1,1,k,0.670316
7,2,1,7,1,1,k,0.005952
8,2,1,8,1,1,k,0.005135
9,2,1,9,1,1,k,0.006499
10,2,1,10,1,1,k,0.006274
11,2,1,11,1,1,k,0.007703
12,2,1,12,1,1,k,0.021763
13,2,1,13,1,1,k,0.011760
14,2,1,14,1,1,k,0.008860
0,2,1,0,1,1,k,0.688687
1,2,1,1,1,1,k,0.689124
2,2,1,2,1,1,k,0.679207
3,2,1,3,1,1,k,0.684651
4,2,1,4,1,1,k,0.690797
5,2,1,5,1,1,k,0.688516
6,2,1,6,1,1,k,0.682616
7,2,1,7,1,1,k,0.004624
8,2,1,8,1,1,k,0.008963
9,2,1,9,1,1,k,0.006536
10,2,1,10,1,1,k,0.007250
11,2,1,11,1,1,k,0.004850
12,2,1,12,1,1,k,0.014594
13,2,1,13,1,1,k,0.021802
14,2,1,14,1,1,k,0.009355
0,2,1,0,1,1,k,0.687783
1,2,1,1,1,1,k,0.662546
2,2,1,2,1,1,k,0.678527
3,2,1,3,1,1,k,0.684580
4,2,1,4,1,1,k,0.687108
5,2,1,5,1,1,k,0.677651
6,2,1,6,1,1,k,0.668898
7,2,1,7,1,1,k,0.006373
8,2,1,8,1,1,k,0.006420
9,2,1,9,1,1,k,0.006038
10,2,1,10,1,1,k,0.004388
11,2,1,11,1,1,k,0.010214
12,2,1,12,1,1,k,0.010643
13,2,1,13,1,1,k,0.010062
14,2,1,14,1,1,k,0.010384
0,2,1,0,2,0,g,0.647411
1,2,1,1,2,0,g,0.703918
2,2,1,2,2,0,g,0.669225
3,2,1,3,2,0,g,0.656652
4,2,1,4,2,0,g,0.672628
5,2,1,5,2,0,g,0.676472
6,2,1,6,2,0,g,0.672630
7,2,1,7,2,0,g,0.042409
8,2,1,8,2,0,g,0.008840
9,2,1,9,2,0,g,0.006236
10,2,1,10,2,0,g,0.007449
11,2,1,11,2,0,g,0.007374
12,2,1,12,2,0,g,0.014474
13,2,1,13,2,0,g,0.016643
14,2,1,14,2,0,g,0.012026
0,2,1,0,2,2,g,0.672584
1,2,1,1,2,2,g,0.677969
2,2,1,2,2,2,g,0.705843
3,2,1,3,2,2,g,0.659199
4,2,1,4,2,2,g,0.669392
5,2,1,5,2,2,g,0.668746
6,2,1,6,2,2,g,0.669282
7,2,1,7,2,2,g,0.070552
8,2,1,8,2,2,g,0.009743
9,2,1,9,2,2,g,0.010151
10,2,1,10,2,2,g,0.007753
11,2,1,11,2,2,g,0.007322
12,2,1,12,2,2,g,0.017324
13,2,1,13,2,2,g,0.006804
14,2,1,14,2,2,g,0.018589
0,2,1,0,2,3,g,0.686527
1,2,1,1,2,3,g,0.668464
2,2,1,2,2,3,g,0.705961
3,2,1,3,2,3,g,0.676248
4,2,1,4,2,3,g,0.671396
5,2,1,5,2,3,g,0.688579
6,2,1,6,2,3,g,0.673489
7,2,1,7,2,3,g,0.063909
8,2,1,8,2,3,g,0.008733
9,2,1,9,2,3,g,0.005679
10,2,1,10,2,3,g,0.004592
11,2,1,11,2,3,g,0.009673
12,2,1,12,2,3,g,0.013425
13,2,1,13,2,3,g,0.017038
14,2,1,14,2,3,g,0.016689
0,2,1,0,2,4,g,0.763081
1,2,1,1,2,4,g,0.763888
2,2,1,2,2,4,g,0.751367
3,2,1,3,2,4,g,0.780497
4,2,1,4,2,4,g,0.753038
5,2,1,5,2,4,g,0.766267
6,2,1,6,2,4,g,0.764438
7,2,1,7,2,4,g,0.070639
8,2,1,8,2,4,g,0.010851
9,2,1,9,2,4,g,0.005492
10,2,1,10,2,4,g,0.004954
11,2,1,11,2,4,g,0.006869
12,2,1,12,2,4,g,0.010894
13,2,1,13,2,4,g,0.013441
14,2,1,14,2,4,g,0.012960
0,2,1,0,2,5,g,0.728301
1,2,1,1,2,5,g,0.731120
2,2,1,2,2,5,g,0.731848
3,2,1,3,2,5,g,0.734228
4,2,1,4,2,5,g,0.727599
5,2,1,5,2,5,g,0.728838
6,2,1,6,2,5,g,0.733244
7,2,1,7,2,5,g,0.059608
8,2,1,8,2,5,g,0.008362
9,2,1,9,2,5,g,0.009886
10,2,1,10,2,5,g,0.005158
11,2,1,11,2,5,g,0.010344
12,2,1,12,2,5,g,0.007652
13,2,1,13,2,5,g,0.007242
14,2,1,14,2,5,g,0.008345
0,2,1,0,2,6,g,0.554810
1,2,1,1,2,6,g,0.510675
2,2,1,2,2,6,g,0.504102
3,2,1,3,2,6,g,0.514385
4,2,1,4,2,6,g,0.577159
5,2,1,5,2,6,g,0.489327
6,2,1,6,2,6,g,0.524457
7,2,1,7,2,6,g,0.042043
8,2,1,8,2,6,g,0.008308
9,2,1,9,2,6,g,0.007087
10,2,1,10,2,6,g,0.006730
11,2,1,11,2,6,g,0.007117
12,2,1,12,2,6,g,0.010548
13,2,1,13,2,6,g,0.025384
14,2,1,14,2,6,g,0.010832
0,2,1,0,2,7,g,0.601092
1,2,1,1,2,7,g,0.585733
2,2,1,2,2,7,g,0.598440
3,2,1,3,2,7,g,0.575810
4,2,1,4,2,7,g,0.642600
5,2,1,5,2,7,g,0.590193
6,2,1,6,2,7,g,0.573397
7,2,1,7,2,7,g,0.053508
8,2,1,8,2,7,g,0.008206
9,2,1,9,2,7,g,0.015833
10,2,1,10,2,7,g,0.005988
11,2,1,11,2,7,g,0.008761
12,2,1,12,2,7,g,0.012723
13,2,1,13,2,7,g,0.018667
14,2,1,14,2,7,g,0.012768
0,2,1,0,2,8,g,0.722078
1,2,1,1,2,8,g,0.720279
2,2,1,2,2,8,g,0.724757
3,2,1,3,2,8,g,0.725359
4,2,1,4,2,8,g,0.719258
5,2,1,5,2,8,g,0.722170
6,2,1,6,2,8,g,0.722809
7,2,1,7,2,8,g,0.095434
8,2,1,8,2,8,g,0.008878
9,2,1,9,2,8,g,0.008053
10,2,1,10,2,8,g,0.007005
11,2,1,11,2,8,g,0.008953
12,2,1,12,2,8,g,0.012022
13,2,1,13,2,8,g,0.010599
14,2,1,14,2,8,g,0.011974
0,2,1,0,2,9,g,0.721512
1,2,1,1,2,9,g,0.718745
2,2,1,2,2,9,g,0.720192
3,2,1,3,2,9,g,0.730056
4,2,1,4,2,9,g,0.715998
5,2,1,5,2,9,g,0.715284
6,2,1,6,2,9,g,0.718015
7,2,1,7,2,9,g,0.113555
8,2,1,8,2,9,g,0.008030
9,2,1,9,2,9,g,0.006791
10,2,1,10,2,9,g,0.006803
11,2,1,11,2,9,g,0.007397
12,2,1,12,2,9,g,0.013381
13,2,1,13,2,9,g,0.010781
14,2,1,14,2,9,g,0.009651
0,2,1,0,2,10,g,0.726185
1,2,1,1,2,10,g,0.720523
2,2,1,2,2,10,g,0.724373
3,2,1,3,2,10,g,0.731172
4,2,1,4,2,10,g,0.721767
5,2,1,5,2,10,g,0.727951
6,2,1,6,2,10,g,0.727485
7,2,1,7,2,10,g,0.109741
8,2,1,8,2,10,g,0.006618
9,2,1,9,2,10,g,0.007241
10,2,1,10,2,10,g,0.007064
11,2,1,11,2,10,g,0.010235
12,2,1,12,2,10,g,0.024308
13,2,1,13,2,10,g,0.011483
14,2,1,14,2,10,g,0.011527
0,2,1,0,2,11,g,0.609947
1,2,1,1,2,11,g,0.624512
2,2,1,2,2,11,g,0.623175
3,2,1,3,2,11,g,0.593179
4,2,1,4,2,11,g,0.620163
5,2,1,5,2,11,g,0.581296
6,2,1,6,2,11,g,0.650307
7,2,1,7,2,11,g,0.048540
8,2,1,8,2,11,g,0.004336
9,2,1,9,2,11,g,0.007533
10,2,1,10,2,11,g,0.004655
11,2,1,11,2,11,g,0.006035
12,2,1,12,2,11,g,0.015641
13,2,1,13,2,11,g,0.016862
14,2,1,14,2,11,g,0.010578
0,2,1,0,2,12,g,0.641824
1,2,1,1,2,12,g,0.546063
2,2,1,2,2,12,g,0.542782
3,2,1,3,2,12,g,0.548536
4,2,1,4,2,12,g,0.546228
5,2,1,5,2,12,g,0.542015
6,2,1,6,2,12,g,0.519308
7,2,1,7,2,12,g,0.065906
8,2,1,8,2,12,g,0.006263
9,2,1,9,2,12,g,0.005673
10,2,1,10,2,12,g,0.007809
11,2,1,11,2,12,g,0.008965
12,2,1,12,2,12,g,0.014264
13,2,1,13,2,12,g,0.014728
14,2,1,14,2,12,g,0.010384
0,2,1,0,2,13,g,0.703585
1,2,1,1,2,13,g,0.725337
2,2,1,2,2,13,g,0.728580
3,2,1,3,2,13,g,0.732128
4,2,1,4,2,13,g,0.721802
5,2,1,5,2,13,g,0.732037
6,2,1,6,2,13,g,0.724767
7,2,1,7,2,13,g,0.101775
8,2,1,8,2,13,g,0.011268
9,2,1,9,2,13,g,0.006203
10,2,1,10,2,13,g,0.007146
11,2,1,11,2,13,g,0.006030
12,2,1,12,2,13,g,0.012163
13,2,1,13,2,13,g,0.018794
14,2,1,14,2,13,g,0.007818
0,2,1,0,2,14,g,0.775166
1,2,1,1,2,14,g,0.752293
2,2,1,2,2,14,g,0.759362
3,2,1,3,2,14,g,0.768408
4,2,1,4,2,14,g,0.747757
5,2,1,5,2,14,g,0.767935
6,2,1,6,2,14,g,0.752947
7,2,1,7,2,14,g,0.048209
8,2,1,8,2,14,g,0.011478
9,2,1,9,2,14,g,0.005404
10,2,1,10,2,14,g,0.009263
11,2,1,11,2,14,g,0.007165
12,2,1,12,2,14,g,0.012590
13,2,1,13,2,14,g,0.011169
14,2,1,14,2,14,g,0.011903
0,2,1,0,2,15,g,0.673390
1,2,1,1,2,15,g,0.686762
2,2,1,2,2,15,g,0.661637
3,2,1,3,2,15,g,0.673590
4,2,1,4,2,15,g,0.670164
5,2,1,5,2,15,g,0.675220
6,2,1,6,2,15,g,0.675647
7,2,1,7,2,15,g,0.059346
8,2,1,8,2,15,g,0.009730
9,2,1,9,2,15,g,0.007367
10,2,1,10,2,15,g,0.007533
11,2,1,11,2,15,g,0.008589
12,2,1,12,2,15,g,0.010518
13,2,1,13,2,15,g,0.014895
14,2,1,14,2,15,g,0.011520
0,2,1,0,3,1,k,0.520912
1,2,1,1,3,1,k,0.557206
2,2,1,2,3,1,k,0.543095
3,2,1,3,3,1,k,0.548988
4,2,1,4,3,1,k,0.532329
5,2,1,5,3,1,k,0.544949
6,2,1,6,3,1,k,0.553295
7,2,1,7,3,1,k,0.006135
8,2,1,8,3,1,k,0.007960
9,2,1,9,3,1,k,0.006548
10,2,1,10,3,1,k,0.005999
11,2,1,11,3,1,k,0.008306
12,2,1,12,3,1,k,0.010023
13,2,1,13,3,1,k,0.009736
14,2,1,14,3,1,k,0.011883
0,2,1,0,3,1,k,0.527458
1,2,1,1,3,1,k,0.554793
2,2,1,2,3,1,k,0.542349
3,2,1,3,3,1,k,0.545041
4,2,1,4,3,1,k,0.573913
5,2,1,5,3,1,k,0.548095
6,2,1,6,3,1,k,0.557381
7,2,1,7,3,1,k,0.004686
8,2,1,8,3,1,k,0.009324
9,2,1,9,3,1,k,0.008753
10,2,1,10,3,1,k,0.008447
11,2,1,11,3,1,k,0.011326
12,2,1,12,3,1,k,0.010316
13,2,1,13,3,1,k,0.007958
14,2,1,14,3,1,k,0.007253
0,2,1,0,3,1,k,0.536195
1,2,1,1,3,1,k,0.547960
2,2,1,2,3,1,k,0.548639
3,2,1,3,3,1,k,0.516707
4,2,1,4,3,1,k,0.559032
5,2,1,5,3,1,k,0.522235
6,2,1,6,3,1,k,0.563242
7,2,1,7,3,1,k,0.003677
8,2,1,8,3,1,k,0.009390
9,2,1,9,3,1,k,0.006781
10,2,1,10,3,1,k,0.006317
11,2,1,11,3,1,k,0.012285
12,2,1,12,3,1,k,0.011650
13,2,1,13,3,1,k,0.022808
14,2,1,14,3,1,k,0.006027
0,2,1,0,4,1,k,0.453440
1,2,1,1,4,1,k,0.456936
2,2,1,2,4,1,k,0.473476
3,2,1,3,4,1,k,0.473692
4,2,1,4,4,1,k,0.476784
5,2,1,5,4,1,k,0.449124
6,2,1,6,4,1,k,0.454893
7,2,1,7,4,1,k,0.006143
8,2,1,8,4,1,k,0.009986
9,2,1,9,4,1,k,0.007755
10,2,1,10,4,1,k,0.007586
11,2,1,11,4,1,k,0.006750
12,2,1,12,4,1,k,0.011086
13,2,1,13,4,1,k,0.013318
14,2,1,14,4,1,k,0.010952
0,2,1,0,4,1,k,0.452592
1,2,1,1,4,1,k,0.480610
2,2,1,2,4,1,k,0.476886
3,2,1,3,4,1,k,0.460138
4,2,1,4,4,1,k,0.501185
5,2,1,5,4,1,k,0.464074
6,2,1,6,4,1,k,0.464454
7,2,1,7,4,1,k,0.004833
8,2,1,8,4,1,k,0.007266
9,2,1,9,4,1,k,0.009524
10,2,1,10,4,1,k,0.006631
11,2,1,11,4,1,k,0.007760
12,2,1,12,4,1,k,0.008144
13,2,1,13,4,1,k,0.010864
14,2,1,14,4,1,k,0.008206
0,2,1,0,4,1,k,0.461615
1,2,1,1,4,1,k,0.466073
2,2,1,2,4,1,k,0.496927
3,2,1,3,4,1,k,0.460271
4,2,1,4,4,1,k,0.456764
5,2,1,5,4,1,k,0.482095
6,2,1,6,4,1,k,0.462209
7,2,1,7,4,1,k,0.005426
8,2,1,8,4,1,k,0.007654
9,2,1,9,4,1,k,0.003627
10,2,1,10,4,1,k,0.004732
11,2,1,11,4,1,k,0.011208
12,2,1,12,4,1,k,0.009346
13,2,1,13,4,1,k,0.011802
14,2,1,14,4,1,k,0.006129
0,2,1,0,5,1,k,0.500097
1,2,1,1,5,1,k,0.485291
2,2,1,2,5,1,k,0.465837
3,2,1,3,5,1,k,0.505887
4,2,1,4,5,1,k,0.494137
5,2,1,5,5,1,k,0.499453
6,2,1,6,5,1,k,0.497582
7,2,1,7,5,1,k,0.005497
8,2,1,8,5,1,k,0.006146
9,2,1,9,5,1,k,0.004100
10,2,1,10,5,1,k,0.006342
11,2,1,11,5,1,k,0.009550
12,2,1,12,5,1,k,0.015184
13,2,1,13,5,1,k,0.004898
14,2,1,14,5,1,k,0.007332
0,2,1,0,5,1,k,0.493687
1,2,1,1,5,1,k,0.469704
2,2,1,2,5,1,k,0.504967
3,2,1,3,5,1,k,0.500935
4,2,1,4,5,1,k,0.483095
5,2,1,5,5,1,k,0.476670
6,2,1,6,5,1,k,0.481004
7,2,1,7,5,1,k,0.005301
8,2,1,8,5,1,k,0.004528
9,2,1,9,5,1,k,0.006472
10,2,1,10,5,1,k,0.007766
11,2,1,11,5,1,k,0.013264
12,2,1,12,5,1,k,0.013613
13,2,1,13,5,1,k,0.008038
14,2,1,14,5,1,k,0.008279
0,2,1,0,5,1,k,0.519729
1,2,1,1,5,1,k,0.501395
2,2,1,2,5,1,k,0.486875
3,2,1,3,5,1,k,0.495112
4,2,1,4,5,1,k,0.480591
5,2,1,5,5,1,k,0.491410
6,2,1,6,5,1,k,0.479493
7,2,1,7,5,1,k,0.005179
8,2,1,8,5,1,k,0.008913
9,2,1,9,5,1,k,0.005949
10,2,1,10,5,1,k,0.005966
11,2,1,11,5,1,k,0.008994
12,2,1,12,5,1,k,0.008733
13,2,1,13,5,1,k,0.008782
14,2,1,14,5,1,k,0.007111
0,2,2,0,0,2,k,0.486274
1,2,2,1,0,2,k,0.471585
2,2,2,2,0,2,k,0.541181
3,2,2,3,0,2,k,0.495616
4,2,2,4,0,2,k,0.477222
5,2,2,5,0,2,k,0.490671
6,2,2,6,0,2,k,0.468381
7,2,2,7,0,2,k,0.228705
8,2,2,8,0,2,k,0.007585
9,2,2,9,0,2,k,0.006017
10,2,2,10,0,2,k,0.006945
11,2,2,11,0,2,k,0.007455
12,2,2,12,0,2,k,0.013968
13,2,2,13,0,2,k,0.006818
14,2,2,14,0,2,k,0.004564
0,2,2,0,0,2,k,0.506291
1,2,2,1,0,2,k,0.484058
2,2,2,2,0,2,k,0.502898
3,2,2,3,0,2,k,0.477175
4,2,2,4,0,2,k,0.488675
5,2,2,5,0,2,k,0.482612
6,2,2,6,0,2,k,0.480767
7,2,2,7,0,2,k,0.203755
8,2,2,8,0,2,k,0.007219
9,2,2,9,0,2,k,0.009827
10,2,2,10,0,2,k,0.005316
