sg,sr,sg,dg,dr,dc,color,ratio
7,5,11,5,5,13,b,0.000000
7,5,11,5,5,13,b,0.000000
7,5,11,14,5,15,b,0.000000
7,5,11,14,5,15,b,0.000000
7,5,12,6,5,12,b,0.000000
7,5,12,6,5,12,b,0.000000
7,5,13,6,5,13,b,0.000000
7,5,13,6,5,13,b,0.000000
7,5,14,8,5,14,b,0.000000
7,5,14,8,5,14,b,0.000000
7,5,15,8,5,15,b,0.000000
7,5,15,8,5,15,b,0.000000
8,0,0,0,0,14,b,0.013655
8,0,0,0,0,14,b,0.012710
8,0,0,9,0,0,b,0.000000
8,0,0,9,0,0,b,0.000000
8,0,1,0,0,15,b,0.021001
8,0,1,0,0,15,b,0.023190
8,0,1,9,0,1,b,0.000000
8,0,1,9,0,1,b,0.000000
8,0,2,1,0,14,b,0.016590
8,0,2,1,0,14,b,0.013884
8,0,2,10,0,0,b,0.000000
8,0,2,10,0,0,b,0.000000
8,0,3,1,0,15,b,0.011595
8,0,3,1,0,15,b,0.010135
8,0,3,10,0,1,b,0.000000
8,0,3,10,0,1,b,0.000000
8,0,4,2,0,14,b,0.000000
8,0,4,2,0,14,b,0.000000
8,0,4,11,0,0,b,0.000000
8,0,4,11,0,0,b,0.000000
8,0,5,2,0,15,b,0.000000
8,0,5,2,0,15,b,0.000000
8,0,5,11,0,1,b,0.000000
8,0,5,11,0,1,b,0.000000
8,0,6,3,0,14,b,0.000000
8,0,6,3,0,14,b,0.000000
8,0,6,12,0,0,b,0.000000
8,0,6,12,0,0,b,0.000000
8,0,7,3,0,15,b,0.000000
8,0,7,3,0,15,b,0.000000
8,0,7,12,0,1,b,0.000000
8,0,7,12,0,1,b,0.000000
8,0,8,4,0,14,b,0.000000
8,0,8,4,0,14,b,0.000000
8,0,8,13,0,0,b,0.000000
8,0,8,13,0,0,b,0.000000
8,0,9,4,0,15,b,0.000000
8,0,9,4,0,15,b,0.000000
8,0,9,13,0,1,b,0.000000
8,0,9,13,0,1,b,0.000000
8,0,10,5,0,14,b,0.000000
8,0,10,5,0,14,b,0.000000
8,0,10,14,0,0,b,0.000000
8,0,10,14,0,0,b,0.000000
8,0,11,5,0,15,b,0.000000
8,0,11,5,0,15,b,0.000000
8,0,11,14,0,1,b,0.000000
8,0,11,14,0,1,b,0.000000
8,0,12,6,0,14,b,0.000000
8,0,12,6,0,14,b,0.000000
8,0,13,6,0,15,b,0.000000
8,0,13,6,0,15,b,0.000000
8,0,14,7,0,14,b,0.000000
8,0,14,7,0,14,b,0.000000
8,0,15,7,0,15,b,0.000000
8,0,15,7,0,15,b,0.000000
8,1,0,0,1,14,b,0.015496
8,1,0,0,1,14,b,0.023826
8,1,0,9,1,0,b,0.000000
8,1,0,9,1,0,b,0.000000
8,1,1,0,1,15,b,0.017265
8,1,1,0,1,15,b,0.025400
8,1,1,9,1,1,b,0.000000
8,1,1,9,1,1,b,0.000000
8,1,2,1,1,14,b,0.015847
8,1,2,1,1,14,b,0.015004
8,1,2,10,1,0,b,0.000000
8,1,2,10,1,0,b,0.000000
8,1,3,1,1,15,b,0.008134
8,1,3,1,1,15,b,0.010781
8,1,3,10,1,1,b,0.000000
8,1,3,10,1,1,b,0.000000
8,1,4,2,1,14,b,0.000000
8,1,4,2,1,14,b,0.000000
8,1,4,11,1,0,b,0.000000
8,1,4,11,1,0,b,0.000000
8,1,5,2,1,15,b,0.000000
8,1,5,2,1,15,b,0.000000
8,1,5,11,1,1,b,0.000000
8,1,5,11,1,1,b,0.000000
8,1,6,3,1,14,b,0.000000
8,1,6,3,1,14,b,0.000000
8,1,6,12,1,0,b,0.000000
8,1,6,12,1,0,b,0.000000
8,1,7,3,1,15,b,0.000000
8,1,7,3,1,15,b,0.000000
8,1,7,12,1,1,b,0.000000
8,1,7,12,1,1,b,0.000000
8,1,8,4,1,14,b,0.000000
8,1,8,4,1,14,b,0.000000
8,1,8,13,1,0,b,0.000000
8,1,8,13,1,0,b,0.000000
8,1,9,4,1,15,b,0.000000
8,1,9,4,1,15,b,0.000000
8,1,9,13,1,1,b,0.000000
8,1,9,13,1,1,b,0.000000
8,1,10,5,1,14,b,0.000000
8,1,10,5,1,14,b,0.000000
8,1,10,14,1,0,b,0.000000
8,1,10,14,1,0,b,0.000000
8,1,11,5,1,15,b,0.000000
8,1,11,5,1,15,b,0.000000
8,1,11,14,1,1,b,0.000000
8,1,11,14,1,1,b,0.000000
8,1,12,6,1,14,b,0.000000
8,1,12,6,1,14,b,0.000000
8,1,13,6,1,15,b,0.000000
8,1,13,6,1,15,b,0.000000
8,1,14,7,1,14,b,0.000000
8,1,14,7,1,14,b,0.000000
8,1,15,7,1,15,b,0.000000
8,1,15,7,1,15,b,0.000000
8,2,0,0,2,14,b,0.009581
8,2,0,0,2,14,b,0.013660
8,2,0,9,2,0,b,0.000000
8,2,0,9,2,0,b,0.000000
8,2,1,0,2,15,b,0.013196
8,2,1,0,2,15,b,0.057690
8,2,1,9,2,1,b,0.000000
8,2,1,9,2,1,b,0.000000
8,2,2,1,2,14,b,0.009589
8,2,2,1,2,14,b,0.010659
8,2,2,10,2,0,b,0.000000
8,2,2,10,2,0,b,0.000000
8,2,3,1,2,15,b,0.008251
8,2,3,1,2,15,b,0.013647
8,2,3,10,2,1,b,0.000000
8,2,3,10,2,1,b,0.000000
8,2,4,2,2,14,b,0.000000
8,2,4,2,2,14,b,0.000000
8,2,4,11,2,0,b,0.000000
8,2,4,11,2,0,b,0.000000
8,2,5,2,2,15,b,0.000000
8,2,5,2,2,15,b,0.000000
8,2,5,11,2,1,b,0.000000
8,2,5,11,2,1,b,0.000000
8,2,6,3,2,14,b,0.000000
8,2,6,3,2,14,b,0.000000
8,2,6,12,2,0,b,0.000000
8,2,6,12,2,0,b,0.000000
8,2,7,3,2,15,b,0.000000
8,2,7,3,2,15,b,0.000000
8,2,7,12,2,1,b,0.000000
8,2,7,12,2,1,b,0.000000
8,2,8,4,2,14,b,0.000000
8,2,8,4,2,14,b,0.000000
8,2,8,13,2,0,b,0.000000
8,2,8,13,2,0,b,0.000000
8,2,9,4,2,15,b,0.000000
8,2,9,4,2,15,b,0.000000
8,2,9,13,2,1,b,0.000000
8,2,9,13,2,1,b,0.000000
8,2,10,5,2,14,b,0.000000
8,2,10,5,2,14,b,0.000000
8,2,10,14,2,0,b,0.000000
8,2,10,14,2,0,b,0.000000
8,2,11,5,2,15,b,0.000000
8,2,11,5,2,15,b,0.000000
8,2,11,14,2,1,b,0.000000
8,2,11,14,2,1,b,0.000000
8,2,12,6,2,14,b,0.000000
8,2,12,6,2,14,b,0.000000
8,2,13,6,2,15,b,0.000000
8,2,13,6,2,15,b,0.000000
8,2,14,7,2,14,b,0.000000
8,2,14,7,2,14,b,0.000000
8,2,15,7,2,15,b,0.000000
8,2,15,7,2,15,b,0.000000
8,3,0,0,3,14,b,0.011360
8,3,0,0,3,14,b,0.011538
8,3,0,9,3,0,b,0.000000
8,3,0,9,3,0,b,0.000000
8,3,1,0,3,15,b,0.021352
8,3,1,0,3,15,b,0.021354
8,3,1,9,3,1,b,0.000000
8,3,1,9,3,1,b,0.000000
8,3,2,1,3,14,b,0.014930
8,3,2,1,3,14,b,0.026781
8,3,2,10,3,0,b,0.000000
8,3,2,10,3,0,b,0.000000
8,3,3,1,3,15,b,0.007716
8,3,3,1,3,15,b,0.008074
8,3,3,10,3,1,b,0.000000
8,3,3,10,3,1,b,0.000000
8,3,4,2,3,14,b,0.000000
8,3,4,2,3,14,b,0.000000
8,3,4,11,3,0,b,0.000000
8,3,4,11,3,0,b,0.000000
8,3,5,2,3,15,b,0.000000
8,3,5,2,3,15,b,0.000000
8,3,5,11,3,1,b,0.000000
8,3,5,11,3,1,b,0.000000
8,3,6,3,3,14,b,0.000000
8,3,6,3,3,14,b,0.000000
8,3,6,12,3,0,b,0.000000
8,3,6,12,3,0,b,0.000000
8,3,7,3,3,15,b,0.000000
8,3,7,3,3,15,b,0.000000
8,3,7,12,3,1,b,0.000000
8,3,7,12,3,1,b,0.000000
8,3,8,4,3,14,b,0.000000
8,3,8,4,3,14,b,0.000000
8,3,8,13,3,0,b,0.000000
8,3,8,13,3,0,b,0.000000
8,3,9,4,3,15,b,0.000000
8,3,9,4,3,15,b,0.000000
8,3,9,13,3,1,b,0.000000
8,3,9,13,3,1,b,0.000000
8,3,10,5,3,14,b,0.000000
8,3,10,5,3,14,b,0.000000
8,3,10,14,3,0,b,0.000000
8,3,10,14,3,0,b,0.000000
8,3,11,5,3,15,b,0.000000
8,3,11,5,3,15,b,0.000000
8,3,11,14,3,1,b,0.000000
8,3,11,14,3,1,b,0.000000
8,3,12,6,3,14,b,0.000000
8,3,12,6,3,14,b,0.000000
8,3,13,6,3,15,b,0.000000
8,3,13,6,3,15,b,0.000000
8,3,14,7,3,14,b,0.000000
8,3,14,7,3,14,b,0.000000
8,3,15,7,3,15,b,0.000000
8,3,15,7,3,15,b,0.000000
8,4,0,0,4,14,b,0.015186
8,4,0,0,4,14,b,0.007909
8,4,0,9,4,0,b,0.000000
8,4,0,9,4,0,b,0.000000
8,4,1,0,4,15,b,0.014631
8,4,1,0,4,15,b,0.008254
8,4,1,9,4,1,b,0.000000
8,4,1,9,4,1,b,0.000000
8,4,2,1,4,14,b,0.013235
8,4,2,1,4,14,b,0.017755
8,4,2,10,4,0,b,0.000000
8,4,2,10,4,0,b,0.000000
8,4,3,1,4,15,b,0.008535
8,4,3,1,4,15,b,0.007909
8,4,3,10,4,1,b,0.000000
8,4,3,10,4,1,b,0.000000
8,4,4,2,4,14,b,0.000000
8,4,4,2,4,14,b,0.000000
8,4,4,11,4,0,b,0.000000
8,4,4,11,4,0,b,0.000000
8,4,5,2,4,15,b,0.000000
8,4,5,2,4,15,b,0.000000
8,4,5,11,4,1,b,0.000000
8,4,5,11,4,1,b,0.000000
8,4,6,3,4,14,b,0.000000
8,4,6,3,4,14,b,0.000000
8,4,6,12,4,0,b,0.000000
8,4,6,12,4,0,b,0.000000
8,4,7,3,4,15,b,0.000000
8,4,7,3,4,15,b,0.000000
8,4,7,12,4,1,b,0.000000
8,4,7,12,4,1,b,0.000000
8,4,8,4,4,14,b,0.000000
8,4,8,4,4,14,b,0.000000
8,4,8,13,4,0,b,0.000000
8,4,8,13,4,0,b,0.000000
8,4,9,4,4,15,b,0.000000
8,4,9,4,4,15,b,0.000000
8,4,9,13,4,1,b,0.000000
8,4,9,13,4,1,b,0.000000
8,4,10,5,4,14,b,0.000000
8,4,10,5,4,14,b,0.000000
8,4,10,14,4,0,b,0.000000
8,4,10,14,4,0,b,0.000000
8,4,11,5,4,15,b,0.000000
8,4,11,5,4,15,b,0.000000
8,4,11,14,4,1,b,0.000000
8,4,11,14,4,1,b,0.000000
8,4,12,6,4,14,b,0.000000
8,4,12,6,4,14,b,0.000000
8,4,13,6,4,15,b,0.000000
8,4,13,6,4,15,b,0.000000
8,4,14,7,4,14,b,0.000000
8,4,14,7,4,14,b,0.000000
8,4,15,7,4,15,b,0.000000
8,4,15,7,4,15,b,0.000000
8,5,0,0,5,14,b,0.012052
8,5,0,0,5,14,b,0.008600
8,5,0,9,5,0,b,0.000000
8,5,0,9,5,0,b,0.000000
8,5,1,0,5,15,b,0.009776
8,5,1,0,5,15,b,0.024296
8,5,1,9,5,1,b,0.000000
8,5,1,9,5,1,b,0.000000
8,5,2,1,5,14,b,0.016217
8,5,2,1,5,14,b,0.048685
8,5,2,10,5,0,b,0.000000
8,5,2,10,5,0,b,0.000000
8,5,3,1,5,15,b,0.015194
8,5,3,1,5,15,b,0.020575
8,5,3,10,5,1,b,0.000000
8,5,3,10,5,1,b,0.000000
8,5,4,2,5,14,b,0.000000
8,5,4,2,5,14,b,0.000000
8,5,4,11,5,0,b,0.000000
8,5,4,11,5,0,b,0.000000
8,5,5,2,5,15,b,0.000000
8,5,5,2,5,15,b,0.000000
8,5,5,11,5,1,b,0.000000
8,5,5,11,5,1,b,0.000000
8,5,6,3,5,14,b,0.000000
8,5,6,3,5,14,b,0.000000
8,5,6,12,5,0,b,0.000000
8,5,6,12,5,0,b,0.000000
8,5,7,3,5,15,b,0.000000
8,5,7,3,5,15,b,0.000000
8,5,7,12,5,1,b,0.000000
8,5,7,12,5,1,b,0.000000
8,5,8,4,5,14,b,0.000000
8,5,8,4,5,14,b,0.000000
8,5,8,13,5,0,b,0.000000
8,5,8,13,5,0,b,0.000000
8,5,9,4,5,15,b,0.000000
8,5,9,4,5,15,b,0.000000
8,5,9,13,5,1,b,0.000000
8,5,9,13,5,1,b,0.000000
8,5,10,5,5,14,b,0.000000
8,5,10,5,5,14,b,0.000000
8,5,10,14,5,0,b,0.000000
8,5,10,14,5,0,b,0.000000
8,5,11,5,5,15,b,0.000000
8,5,11,5,5,15,b,0.000000
8,5,11,14,5,1,b,0.000000
8,5,11,14,5,1,b,0.000000
8,5,12,6,5,14,b,0.000000
8,5,12,6,5,14,b,0.000000
8,5,13,6,5,15,b,0.000000
8,5,13,6,5,15,b,0.000000
8,5,14,7,5,14,b,0.000000
8,5,14,7,5,14,b,0.000000
8,5,15,7,5,15,b,0.000000
8,5,15,7,5,15,b,0.000000
9,0,0,0,0,0,b,0.009298
9,0,0,0,0,0,b,0.010166
9,0,0,8,0,0,b,0.000000
9,0,0,8,0,0,b,0.000000
9,0,1,0,0,1,b,0.028250
9,0,1,0,0,1,b,0.005846
9,0,1,8,0,1,b,0.000000
9,0,1,8,0,1,b,0.000000
9,0,2,1,0,0,b,0.019473
9,0,2,1,0,0,b,0.036366
9,0,2,10,0,2,b,0.000000
9,0,2,10,0,2,b,0.000000
9,0,3,1,0,1,b,0.006534
9,0,3,1,0,1,b,0.009439
9,0,3,10,0,3,b,0.000000
9,0,3,10,0,3,b,0.000000
9,0,4,2,0,0,b,0.000000
9,0,4,2,0,0,b,0.000000
9,0,4,11,0,2,b,0.000000
9,0,4,11,0,2,b,0.000000
9,0,5,2,0,1,b,0.000000
9,0,5,2,0,1,b,0.000000
9,0,5,11,0,3,b,0.000000
9,0,5,11,0,3,b,0.000000
9,0,6,3,0,0,b,0.000000
9,0,6,3,0,0,b,0.000000
9,0,6,12,0,2,b,0.000000
9,0,6,12,0,2,b,0.000000
9,0,7,3,0,1,b,0.000000
9,0,7,3,0,1,b,0.000000
9,0,7,12,0,3,b,0.000000
9,0,7,12,0,3,b,0.000000
9,0,8,4,0,0,b,0.000000
9,0,8,4,0,0,b,0.000000
9,0,8,13,0,2,b,0.000000
9,0,8,13,0,2,b,0.000000
9,0,9,4,0,1,b,0.000000
9,0,9,4,0,1,b,0.000000
9,0,9,13,0,3,b,0.000000
9,0,9,13,0,3,b,0.000000
9,0,10,5,0,0,b,0.000000
9,0,10,5,0,0,b,0.000000
9,0,10,14,0,2,b,0.000000
9,0,10,14,0,2,b,0.000000
9,0,11,5,0,1,b,0.000000
9,0,11,5,0,1,b,0.000000
9,0,11,14,0,3,b,0.000000
9,0,11,14,0,3,b,0.000000
9,0,12,6,0,0,b,0.000000
9,0,12,6,0,0,b,0.000000
9,0,13,6,0,1,b,0.000000
9,0,13,6,0,1,b,0.000000
9,0,14,7,0,0,b,0.000000
9,0,14,7,0,0,b,0.000000
9,0,15,7,0,1,b,0.000000
9,0,15,7,0,1,b,0.000000
9,1,0,0,1,0,b,0.006372
9,1,0,0,1,0,b,0.006730
9,1,0,8,1,0,b,0.000000
9,1,0,8,1,0,b,0.000000
9,1,1,0,1,1,b,0.009738
9,1,1,0,1,1,b,0.008340
9,1,1,8,1,1,b,0.000000
9,1,1,8,1,1,b,0.000000
9,1,2,1,1,0,b,0.011419
9,1,2,1,1,0,b,0.005584
9,1,2,10,1,2,b,0.000000
9,1,2,10,1,2,b,0.000000
9,1,3,1,1,1,b,0.005318
9,1,3,1,1,1,b,0.009202
9,1,3,10,1,3,b,0.000000
9,1,3,10,1,3,b,0.000000
9,1,4,2,1,0,b,0.000000
9,1,4,2,1,0,b,0.000000
9,1,4,11,1,2,b,0.000000
9,1,4,11,1,2,b,0.000000
9,1,5,2,1,1,b,0.000000
9,1,5,2,1,1,b,0.000000
9,1,5,11,1,3,b,0.000000
9,1,5,11,1,3,b,0.000000
9,1,6,3,1,0,b,0.000000
9,1,6,3,1,0,b,0.000000
9,1,6,12,1,2,b,0.000000
9,1,6,12,1,2,b,0.000000
9,1,7,3,1,1,b,0.000000
9,1,7,3,1,1,b,0.000000
9,1,7,12,1,3,b,0.000000
9,1,7,12,1,3,b,0.000000
9,1,8,4,1,0,b,0.000000
9,1,8,4,1,0,b,0.000000
9,1,8,13,1,2,b,0.000000
9,1,8,13,1,2,b,0.000000
9,1,9,4,1,1,b,0.000000
9,1,9,4,1,1,b,0.000000
9,1,9,13,1,3,b,0.000000
9,1,9,13,1,3,b,0.000000
9,1,10,5,1,0,b,0.000000
9,1,10,5,1,0,b,0.000000
9,1,10,14,1,2,b,0.000000
9,1,10,14,1,2,b,0.000000
9,1,11,5,1,1,b,0.000000
9,1,11,5,1,1,b,0.000000
9,1,11,14,1,3,b,0.000000
9,1,11,14,1,3,b,0.000000
9,1,12,6,1,0,b,0.000000
9,1,12,6,1,0,b,0.000000
9,1,13,6,1,1,b,0.000000
9,1,13,6,1,1,b,0.000000
9,1,14,7,1,0,b,0.000000
9,1,14,7,1,0,b,0.000000
9,1,15,7,1,1,b,0.000000
9,1,15,7,1,1,b,0.000000
9,2,0,0,2,0,b,0.007887
9,2,0,0,2,0,b,0.009741
9,2,0,8,2,0,b,0.000000
9,2,0,8,2,0,b,0.000000
9,2,1,0,2,1,b,0.008595
9,2,1,0,2,1,b,0.014466
9,2,1,8,2,1,b,0.000000
9,2,1,8,2,1,b,0.000000
9,2,2,1,2,0,b,0.012950
9,2,2,1,2,0,b,0.012684
9,2,2,10,2,2,b,0.000000
9,2,2,10,2,2,b,0.000000
9,2,3,1,2,1,b,0.008707
9,2,3,1,2,1,b,0.008907
9,2,3,10,2,3,b,0.000000
9,2,3,10,2,3,b,0.000000
9,2,4,2,2,0,b,0.000000
9,2,4,2,2,0,b,0.000000
9,2,4,11,2,2,b,0.000000
9,2,4,11,2,2,b,0.000000
9,2,5,2,2,1,b,0.000000
9,2,5,2,2,1,b,0.000000
9,2,5,11,2,3,b,0.000000
9,2,5,11,2,3,b,0.000000
9,2,6,3,2,0,b,0.000000
9,2,6,3,2,0,b,0.000000
9,2,6,12,2,2,b,0.000000
9,2,6,12,2,2,b,0.000000
9,2,7,3,2,1,b,0.000000
9,2,7,3,2,1,b,0.000000
9,2,7,12,2,3,b,0.000000
9,2,7,12,2,3,b,0.000000
9,2,8,4,2,0,b,0.000000
9,2,8,4,2,0,b,0.000000
9,2,8,13,2,2,b,0.000000
9,2,8,13,2,2,b,0.000000
9,2,9,4,2,1,b,0.000000
9,2,9,4,2,1,b,0.000000
9,2,9,13,2,3,b,0.000000
9,2,9,13,2,3,b,0.000000
9,2,10,5,2,0,b,0.000000
9,2,10,5,2,0,b,0.000000
9,2,10,14,2,2,b,0.000000
9,2,10,14,2,2,b,0.000000
9,2,11,5,2,1,b,0.000000
9,2,11,5,2,1,b,0.000000
9,2,11,14,2,3,b,0.000000
9,2,11,14,2,3,b,0.000000
9,2,12,6,2,0,b,0.000000
9,2,12,6,2,0,b,0.000000
9,2,13,6,2,1,b,0.000000
9,2,13,6,2,1,b,0.000000
9,2,14,7,2,0,b,0.000000
9,2,14,7,2,0,b,0.000000
9,2,15,7,2,1,b,0.000000
9,2,15,7,2,1,b,0.000000
9,3,0,0,3,0,b,0.011595
9,3,0,0,3,0,b,0.011939
9,3,0,8,3,0,b,0.000000
9,3,0,8,3,0,b,0.000000
9,3,1,0,3,1,b,0.011028
9,3,1,0,3,1,b,0.026939
9,3,1,8,3,1,b,0.000000
9,3,1,8,3,1,b,0.000000
9,3,2,1,3,0,b,0.028530
9,3,2,1,3,0,b,0.048414
9,3,2,10,3,2,b,0.000000
9,3,2,10,3,2,b,0.000000
9,3,3,1,3,1,b,0.007083
9,3,3,1,3,1,b,0.006784
9,3,3,10,3,3,b,0.000000
9,3,3,10,3,3,b,0.000000
9,3,4,2,3,0,b,0.000000
9,3,4,2,3,0,b,0.000000
9,3,4,11,3,2,b,0.000000
9,3,4,11,3,2,b,0.000000
9,3,5,2,3,1,b,0.000000
9,3,5,2,3,1,b,0.000000
9,3,5,11,3,3,b,0.000000
9,3,5,11,3,3,b,0.000000
9,3,6,3,3,0,b,0.000000
9,3,6,3,3,0,b,0.000000
9,3,6,12,3,2,b,0.000000
9,3,6,12,3,2,b,0.000000
9,3,7,3,3,1,b,0.000000
9,3,7,3,3,1,b,0.000000
9,3,7,12,3,3,b,0.000000
9,3,7,12,3,3,b,0.000000
9,3,8,4,3,0,b,0.000000
9,3,8,4,3,0,b,0.000000
9,3,8,13,3,2,b,0.000000
9,3,8,13,3,2,b,0.000000
9,3,9,4,3,1,b,0.000000
9,3,9,4,3,1,b,0.000000
9,3,9,13,3,3,b,0.000000
9,3,9,13,3,3,b,0.000000
9,3,10,5,3,0,b,0.000000
9,3,10,5,3,0,b,0.000000
9,3,10,14,3,2,b,0.000000
9,3,10,14,3,2,b,0.000000
9,3,11,5,3,1,b,0.000000
9,3,11,5,3,1,b,0.000000
9,3,11,14,3,3,b,0.000000
9,3,11,14,3,3,b,0.000000
9,3,12,6,3,0,b,0.000000
9,3,12,6,3,0,b,0.000000
9,3,13,6,3,1,b,0.000000
9,3,13,6,3,1,b,0.000000
9,3,14,7,3,0,b,0.000000
9,3,14,7,3,0,b,0.000000
9,3,15,7,3,1,b,0.000000
9,3,15,7,3,1,b,0.000000
9,4,0,0,4,0,b,0.009163
9,4,0,0,4,0,b,0.011958
9,4,0,8,4,0,b,0.000000
9,4,0,8,4,0,b,0.000000
9,4,1,0,4,1,b,0.042442
9,4,1,0,4,1,b,0.015742
9,4,1,8,4,1,b,0.000000
9,4,1,8,4,1,b,0.000000
9,4,2,1,4,0,b,0.044075
9,4,2,1,4,0,b,0.027966
9,4,2,10,4,2,b,0.000000
9,4,2,10,4,2,b,0.000000
9,4,3,1,4,1,b,0.007157
9,4,3,1,4,1,b,0.006914
9,4,3,10,4,3,b,0.000000
9,4,3,10,4,3,b,0.000000
9,4,4,2,4,0,b,0.000000
9,4,4,2,4,0,b,0.000000
9,4,4,11,4,2,b,0.000000
9,4,4,11,4,2,b,0.000000
9,4,5,2,4,1,b,0.000000
9,4,5,2,4,1,b,0.000000
9,4,5,11,4,3,b,0.000000
9,4,5,11,4,3,b,0.000000
9,4,6,3,4,0,b,0.000000
9,4,6,3,4,0,b,0.000000
9,4,6,12,4,2,b,0.000000
9,4,6,12,4,2,b,0.000000
9,4,7,3,4,1,b,0.000000
9,4,7,3,4,1,b,0.000000
9,4,7,12,4,3,b,0.000000
9,4,7,12,4,3,b,0.000000
9,4,8,4,4,0,b,0.000000
9,4,8,4,4,0,b,0.000000
9,4,8,13,4,2,b,0.000000
9,4,8,13,4,2,b,0.000000
9,4,9,4,4,1,b,0.000000
9,4,9,4,4,1,b,0.000000
9,4,9,13,4,3,b,0.000000
9,4,9,13,4,3,b,0.000000
9,4,10,5,4,0,b,0.000000
9,4,10,5,4,0,b,0.000000
9,4,10,14,4,2,b,0.000000
9,4,10,14,4,2,b,0.000000
9,4,11,5,4,1,b,0.000000
9,4,11,5,4,1,b,0.000000
9,4,11,14,4,3,b,0.000000
9,4,11,14,4,3,b,0.000000
9,4,12,6,4,0,b,0.000000
9,4,12,6,4,0,b,0.000000
9,4,13,6,4,1,b,0.000000
9,4,13,6,4,1,b,0.000000
9,4,14,7,4,0,b,0.000000
9,4,14,7,4,0,b,0.000000
9,4,15,7,4,1,b,0.000000
9,4,15,7,4,1,b,0.000000
9,5,0,0,5,0,b,0.009508
9,5,0,0,5,0,b,0.009773
9,5,0,8,5,0,b,0.000000
9,5,0,8,5,0,b,0.000000
9,5,1,0,5,1,b,0.008536
9,5,1,0,5,1,b,0.004979
9,5,1,8,5,1,b,0.000000
9,5,1,8,5,1,b,0.000000
9,5,2,1,5,0,b,0.011147
9,5,2,1,5,0,b,0.035950
9,5,2,10,5,2,b,0.000000
9,5,2,10,5,2,b,0.000000
9,5,3,1,5,1,b,0.011439
9,5,3,1,5,1,b,0.009414
9,5,3,10,5,3,b,0.000000
9,5,3,10,5,3,b,0.000000
9,5,4,2,5,0,b,0.000000
9,5,4,2,5,0,b,0.000000
9,5,4,11,5,2,b,0.000000
9,5,4,11,5,2,b,0.000000
9,5,5,2,5,1,b,0.000000
9,5,5,2,5,1,b,0.000000
9,5,5,11,5,3,b,0.000000
9,5,5,11,5,3,b,0.000000
9,5,6,3,5,0,b,0.000000
9,5,6,3,5,0,b,0.000000
9,5,6,12,5,2,b,0.000000
9,5,6,12,5,2,b,0.000000
9,5,7,3,5,1,b,0.000000
9,5,7,3,5,1,b,0.000000
9,5,7,12,5,3,b,0.000000
9,5,7,12,5,3,b,0.000000
9,5,8,4,5,0,b,0.000000
9,5,8,4,5,0,b,0.000000
9,5,8,13,5,2,b,0.000000
9,5,8,13,5,2,b,0.000000
9,5,9,4,5,1,b,0.000000
9,5,9,4,5,1,b,0.000000
9,5,9,13,5,3,b,0.000000
9,5,9,13,5,3,b,0.000000
9,5,10,5,5,0,b,0.000000
9,5,10,5,5,0,b,0.000000
9,5,10,14,5,2,b,0.000000
9,5,10,14,5,2,b,0.000000
9,5,11,5,5,1,b,0.000000
9,5,11,5,5,1,b,0.000000
9,5,11,14,5,3,b,0.000000
9,5,11,14,5,3,b,0.000000
9,5,12,6,5,0,b,0.000000
9,5,12,6,5,0,b,0.000000
9,5,13,6,5,1,b,0.000000
9,5,13,6,5,1,b,0.000000
9,5,14,7,5,0,b,0.000000
9,5,14,7,5,0,b,0.000000
9,5,15,7,5,1,b,0.000000
9,5,15,7,5,1,b,0.000000
10,0,0,0,0,2,b,0.043038
10,0,0,0,0,2,b,0.016639
10,0,0,8,0,2,b,0.000000
10,0,0,8,0,2,b,0.000000
10,0,1,0,0,3,b,0.012049
10,0,1,0,0,3,b,0.015451
10,0,1,8,0,3,b,0.000000
10,0,1,8,0,3,b,0.000000
10,0,2,1,0,2,b,0.010764
10,0,2,1,0,2,b,0.014263
10,0,2,9,0,2,b,0.000000
10,0,2,9,0,2,b,0.000000
10,0,3,1,0,3,b,0.021123
10,0,3,1,0,3,b,0.019117
10,0,3,9,0,3,b,0.000000
10,0,3,9,0,3,b,0.000000
10,0,4,2,0,2,b,0.000000
10,0,4,2,0,2,b,0.000000
10,0,4,11,0,4,b,0.000000
10,0,4,11,0,4,b,0.000000
10,0,5,2,0,3,b,0.000000
10,0,5,2,0,3,b,0.000000
10,0,5,11,0,5,b,0.000000
10,0,5,11,0,5,b,0.000000
10,0,6,3,0,2,b,0.000000
10,0,6,3,0,2,b,0.000000
10,0,6,12,0,4,b,0.000000
10,0,6,12,0,4,b,0.000000
10,0,7,3,0,3,b,0.000000
10,0,7,3,0,3,b,0.000000
10,0,7,12,0,5,b,0.000000
10,0,7,12,0,5,b,0.000000
10,0,8,4,0,2,b,0.000000
10,0,8,4,0,2,b,0.000000
10,0,8,13,0,4,b,0.000000
10,0,8,13,0,4,b,0.000000
10,0,9,4,0,3,b,0.000000
10,0,9,4,0,3,b,0.000000
10,0,9,13,0,5,b,0.000000
10,0,9,13,0,5,b,0.000000
10,0,10,5,0,2,b,0.000000
10,0,10,5,0,2,b,0.000000
10,0,10,14,0,4,b,0.000000
10,0,10,14,0,4,b,0.000000
10,0,11,5,0,3,b,0.000000
10,0,11,5,0,3,b,0.000000
10,0,11,14,0,5,b,0.000000
10,0,11,14,0,5,b,0.000000
10,0,12,6,0,2,b,0.000000
10,0,12,6,0,2,b,0.000000
10,0,13,6,0,3,b,0.000000
