sg,sr,sc,sp,color,dg,dr,dc,dp
4,1,9,19,k,4,5,9,18
4,1,9,20,g,4,1,10,23
4,1,9,21,g,4,1,15,20
4,1,9,22,g,4,1,12,7
4,1,9,23,g,4,1,8,20
4,1,9,24,k,4,2,9,24
4,1,9,25,k,4,0,9,32
4,1,9,26,k,4,0,9,24
4,1,9,27,k,4,4,9,35
4,1,9,28,g,4,1,6,35
4,1,9,29,g,4,1,5,26
4,1,9,30,g,4,1,0,27
4,1,9,31,g,4,1,1,25
4,1,9,32,k,4,2,9,33
4,1,9,33,k,4,2,9,32
4,1,9,34,k,4,0,9,33
4,1,9,35,k,4,4,9,27
4,1,9,36,g,4,1,2,32
4,1,9,37,g,4,1,4,24
4,1,9,38,g,4,1,3,33
4,1,9,39,g,4,1,7,32
4,1,10,0,k,4,3,10,17
4,1,10,4,b,15,1,8,5
4,1,10,5,b,6,1,8,5
4,1,10,6,b,6,1,8,6
4,1,10,7,g,4,1,14,14
4,1,10,8,k,4,3,10,18
4,1,10,9,k,4,3,10,19
4,1,10,13,b,15,1,8,6
4,1,10,14,g,4,1,12,14
4,1,10,15,g,4,1,15,22
4,1,10,16,k,4,4,10,16
4,1,10,17,k,4,5,10,17
4,1,10,18,k,4,5,10,19
4,1,10,19,k,4,5,10,18
4,1,10,20,g,4,1,11,23
4,1,10,21,g,4,1,13,15
4,1,10,22,g,4,1,8,22
4,1,10,23,g,4,1,9,20
4,1,10,24,k,4,2,10,24
4,1,10,25,k,4,0,10,32
4,1,10,26,k,4,0,10,24
4,1,10,27,k,4,4,10,35
4,1,10,28,g,4,1,2,26
4,1,10,29,g,4,1,1,24
4,1,10,30,g,4,1,6,25
4,1,10,31,g,4,1,4,32
4,1,10,32,k,4,2,10,33
4,1,10,33,k,4,2,10,32
4,1,10,34,k,4,0,10,33
4,1,10,35,k,4,4,10,27
4,1,10,36,g,4,1,3,27
4,1,10,37,g,4,1,0,35
4,1,10,38,g,4,1,7,33
4,1,10,39,g,4,1,5,33
4,1,11,0,k,4,3,11,17
4,1,11,4,b,15,1,9,5
4,1,11,5,b,6,1,9,5
4,1,11,6,b,6,1,9,6
4,1,11,7,g,4,1,13,14
4,1,11,8,k,4,3,11,18
4,1,11,9,k,4,3,11,19
4,1,11,13,b,15,1,9,6
4,1,11,14,g,4,1,9,7
4,1,11,15,g,4,1,14,21
4,1,11,16,k,4,4,11,16
4,1,11,17,k,4,5,11,17
4,1,11,18,k,4,5,11,19
4,1,11,19,k,4,5,11,18
4,1,11,20,g,4,1,12,23
4,1,11,21,g,4,1,8,15
4,1,11,22,g,4,1,15,15
4,1,11,23,g,4,1,10,20
4,1,11,24,k,4,2,11,24
4,1,11,25,k,4,0,11,32
4,1,11,26,k,4,0,11,24
4,1,11,27,k,4,4,11,35
4,1,11,28,g,4,1,4,35
4,1,11,29,g,4,1,1,33
4,1,11,30,g,4,1,3,35
4,1,11,31,g,4,1,0,25
4,1,11,32,k,4,2,11,33
4,1,11,33,k,4,2,11,32
4,1,11,34,k,4,0,11,33
4,1,11,35,k,4,4,11,27
4,1,11,36,g,4,1,2,27
4,1,11,37,g,4,1,6,24
4,1,11,38,g,4,1,5,34
4,1,11,39,g,4,1,7,34
4,1,12,0,k,4,3,12,17
4,1,12,5,b,7,1,8,5
4,1,12,6,b,7,1,8,6
4,1,12,7,g,4,1,9,22
4,1,12,8,k,4,3,12,18
4,1,12,9,k,4,3,12,19
4,1,12,14,g,4,1,10,14
4,1,12,15,g,4,1,14,22
4,1,12,16,k,4,4,12,16
4,1,12,17,k,4,5,12,17
4,1,12,18,k,4,5,12,19
4,1,12,19,k,4,5,12,18
4,1,12,20,g,4,1,13,23
4,1,12,21,g,4,1,8,23
4,1,12,22,g,4,1,15,21
4,1,12,23,g,4,1,11,20
4,1,12,24,k,4,2,12,24
4,1,12,25,k,4,0,12,32
4,1,12,26,k,4,0,12,24
4,1,12,27,k,4,4,12,35
4,1,12,28,g,4,1,4,26
4,1,12,29,g,4,1,3,25
4,1,12,30,g,4,1,1,34
4,1,12,31,g,4,1,2,25
4,1,12,32,k,4,2,12,33
4,1,12,33,k,4,2,12,32
4,1,12,34,k,4,0,12,33
4,1,12,35,k,4,4,12,27
4,1,12,36,g,4,1,5,27
4,1,12,37,g,4,1,0,24
4,1,12,38,g,4,1,7,26
4,1,12,39,g,4,1,6,32
4,1,13,0,k,4,3,13,17
4,1,13,5,b,7,1,9,5
4,1,13,6,b,7,1,9,6
4,1,13,7,g,4,1,9,14
4,1,13,8,k,4,3,13,18
4,1,13,9,k,4,3,13,19
4,1,13,14,g,4,1,11,7
4,1,13,15,g,4,1,10,21
4,1,13,16,k,4,4,13,16
4,1,13,17,k,4,5,13,17
4,1,13,18,k,4,5,13,19
4,1,13,19,k,4,5,13,18
4,1,13,20,g,4,1,14,23
4,1,13,21,g,4,1,15,14
4,1,13,22,g,4,1,8,21
4,1,13,23,g,4,1,12,20
4,1,13,24,k,4,2,13,24
4,1,13,25,k,4,0,13,32
4,1,13,26,k,4,0,13,24
4,1,13,27,k,4,4,13,35
4,1,13,28,g,4,1,1,26
4,1,13,29,g,4,1,3,34
4,1,13,30,g,4,1,5,35
4,1,13,31,g,4,1,0,32
4,1,13,32,k,4,2,13,33
4,1,13,33,k,4,2,13,32
4,1,13,34,k,4,0,13,33
4,1,13,35,k,4,4,13,27
4,1,13,36,g,4,1,4,27
4,1,13,37,g,4,1,2,24
4,1,13,38,g,4,1,6,27
4,1,13,39,g,4,1,7,27
4,1,14,0,k,4,3,14,17
4,1,14,5,b,8,1,8,5
4,1,14,6,b,8,1,8,6
4,1,14,7,g,4,1,9,15
4,1,14,8,k,4,3,14,18
4,1,14,9,k,4,3,14,19
4,1,14,14,g,4,1,10,7
4,1,14,15,g,4,1,8,7
4,1,14,16,k,4,4,14,16
4,1,14,17,k,4,5,14,17
4,1,14,18,k,4,5,14,19
4,1,14,19,k,4,5,14,18
4,1,14,20,g,4,1,15,23
4,1,14,21,g,4,1,11,15
4,1,14,22,g,4,1,12,15
4,1,14,23,g,4,1,13,20
4,1,14,24,k,4,2,14,24
4,1,14,25,k,4,0,14,32
4,1,14,26,k,4,0,14,24
4,1,14,27,k,4,4,14,35
4,1,14,28,g,4,1,7,35
4,1,14,29,g,4,1,6,34
4,1,14,30,g,4,1,2,35
4,1,14,31,g,4,1,3,26
4,1,14,32,k,4,2,14,33
4,1,14,33,k,4,2,14,32
4,1,14,34,k,4,0,14,33
4,1,14,35,k,4,4,14,27
4,1,14,36,g,4,1,1,27
4,1,14,37,g,4,1,5,25
4,1,14,38,g,4,1,0,33
4,1,14,39,g,4,1,4,25
4,1,15,0,k,4,3,15,17
4,1,15,5,b,8,1,9,5
4,1,15,6,b,8,1,9,6
4,1,15,7,g,4,1,8,14
4,1,15,8,k,4,3,15,18
4,1,15,9,k,4,3,15,19
4,1,15,14,g,4,1,13,21
4,1,15,15,g,4,1,11,22
4,1,15,16,k,4,4,15,16
4,1,15,17,k,4,5,15,17
4,1,15,18,k,4,5,15,19
4,1,15,19,k,4,5,15,18
4,1,15,20,g,4,1,9,21
4,1,15,21,g,4,1,12,22
4,1,15,22,g,4,1,10,15
4,1,15,23,g,4,1,14,20
4,1,15,24,k,4,2,15,24
4,1,15,25,k,4,0,15,32
4,1,15,26,k,4,0,15,24
4,1,15,27,k,4,4,15,35
4,1,15,28,g,4,1,5,24
4,1,15,29,g,4,1,4,34
4,1,15,30,g,4,1,7,25
4,1,15,31,g,4,1,0,34
4,1,15,32,k,4,2,15,33
4,1,15,33,k,4,2,15,32
4,1,15,34,k,4,0,15,33
4,1,15,35,k,4,4,15,27
4,1,15,36,g,4,1,6,26
4,1,15,37,g,4,1,3,24
4,1,15,38,g,4,1,2,34
4,1,15,39,g,4,1,1,32
4,2,0,0,g,4,2,6,8
4,2,0,1,b,0,2,6,1
4,2,0,2,b,0,2,6,2
4,2,0,3,b,9,2,8,6
4,2,0,7,k,4,3,0,14
4,2,0,8,g,4,2,2,17
4,2,0,9,g,4,2,7,0
4,2,0,10,b,9,2,8,5
4,2,0,14,k,4,3,0,7
4,2,0,15,k,4,3,0,15
4,2,0,16,g,4,2,4,18
4,2,0,17,g,4,2,3,18
4,2,0,18,g,4,2,5,17
4,2,0,19,g,4,2,1,16
4,2,0,20,k,4,4,0,22
4,2,0,21,k,4,4,0,21
4,2,0,22,k,4,4,0,20
4,2,0,23,k,4,5,0,36
4,2,0,24,g,4,2,12,37
4,2,0,25,g,4,2,11,31
4,2,0,26,g,4,2,8,29
4,2,0,27,g,4,2,9,30
4,2,0,28,k,4,5,0,28
4,2,0,29,k,4,0,0,37
4,2,0,30,k,4,0,0,30
4,2,0,31,k,4,1,0,39
4,2,0,32,g,4,2,13,31
4,2,0,33,g,4,2,14,38
4,2,0,34,g,4,2,15,31
4,2,0,35,g,4,2,10,37
4,2,0,36,k,4,5,0,23
4,2,0,37,k,4,0,0,29
4,2,0,38,k,4,1,0,38
4,2,0,39,k,4,1,0,31
4,2,1,0,g,4,2,3,9
4,2,1,1,b,0,2,7,1
4,2,1,2,b,0,2,7,2
4,2,1,3,b,9,2,9,6
4,2,1,7,k,4,3,1,14
4,2,1,8,g,4,2,6,0
4,2,1,9,g,4,2,5,0
4,2,1,10,b,9,2,9,5
4,2,1,14,k,4,3,1,7
4,2,1,15,k,4,3,1,15
4,2,1,16,g,4,2,0,19
4,2,1,17,g,4,2,4,0
4,2,1,18,g,4,2,7,19
4,2,1,19,g,4,2,2,16
4,2,1,20,k,4,4,1,22
4,2,1,21,k,4,4,1,21
4,2,1,22,k,4,4,1,20
4,2,1,23,k,4,5,1,36
4,2,1,24,g,4,2,10,29
4,2,1,25,g,4,2,9,31
4,2,1,26,g,4,2,13,28
4,2,1,27,g,4,2,14,36
4,2,1,28,k,4,5,1,28
4,2,1,29,k,4,0,1,37
4,2,1,30,k,4,0,1,30
4,2,1,31,k,4,1,1,39
4,2,1,32,g,4,2,15,39
4,2,1,33,g,4,2,11,29
4,2,1,34,g,4,2,12,30
4,2,1,35,g,4,2,8,28
4,2,1,36,k,4,5,1,23
4,2,1,37,k,4,0,1,29
4,2,1,38,k,4,1,1,38
4,2,1,39,k,4,1,1,31
4,2,2,0,g,4,2,6,9
4,2,2,1,b,1,2,6,1
4,2,2,2,b,1,2,6,2
4,2,2,3,b,10,2,8,6
4,2,2,7,k,4,3,2,14
4,2,2,8,g,4,2,7,17
4,2,2,9,g,4,2,4,9
4,2,2,10,b,10,2,8,5
4,2,2,14,k,4,3,2,7
4,2,2,15,k,4,3,2,15
4,2,2,16,g,4,2,1,19
4,2,2,17,g,4,2,0,8
4,2,2,18,g,4,2,5,8
4,2,2,19,g,4,2,3,16
4,2,2,20,k,4,4,2,22
4,2,2,21,k,4,4,2,21
4,2,2,22,k,4,4,2,20
4,2,2,23,k,4,5,2,36
4,2,2,24,g,4,2,13,37
4,2,2,25,g,4,2,12,31
4,2,2,26,g,4,2,10,28
4,2,2,27,g,4,2,11,36
4,2,2,28,k,4,5,2,28
4,2,2,29,k,4,0,2,37
4,2,2,30,k,4,0,2,30
4,2,2,31,k,4,1,2,39
4,2,2,32,g,4,2,9,36
4,2,2,33,g,4,2,8,36
4,2,2,34,g,4,2,15,38
4,2,2,35,g,4,2,14,30
4,2,2,36,k,4,5,2,23
4,2,2,37,k,4,0,2,29
4,2,2,38,k,4,1,2,38
4,2,2,39,k,4,1,2,31
4,2,3,0,g,4,2,5,9
4,2,3,1,b,1,2,7,1
4,2,3,2,b,1,2,7,2
4,2,3,3,b,10,2,9,6
4,2,3,7,k,4,3,3,14
4,2,3,8,g,4,2,6,18
4,2,3,9,g,4,2,1,0
4,2,3,10,b,10,2,9,5
4,2,3,14,k,4,3,3,7
4,2,3,15,k,4,3,3,15
4,2,3,16,g,4,2,2,19
4,2,3,17,g,4,2,7,8
4,2,3,18,g,4,2,0,17
4,2,3,19,g,4,2,4,16
4,2,3,20,k,4,4,3,22
4,2,3,21,k,4,4,3,21
4,2,3,22,k,4,4,3,20
4,2,3,23,k,4,5,3,36
4,2,3,24,g,4,2,15,37
4,2,3,25,g,4,2,12,29
4,2,3,26,g,4,2,14,31
4,2,3,27,g,4,2,10,36
4,2,3,28,k,4,5,3,28
4,2,3,29,k,4,0,3,37
4,2,3,30,k,4,0,3,30
4,2,3,31,k,4,1,3,39
4,2,3,32,g,4,2,8,30
4,2,3,33,g,4,2,9,38
4,2,3,34,g,4,2,13,29
4,2,3,35,g,4,2,11,30
4,2,3,36,k,4,5,3,23
4,2,3,37,k,4,0,3,29
4,2,3,38,k,4,1,3,38
4,2,3,39,k,4,1,3,31
4,2,4,0,g,4,2,1,17
4,2,4,1,b,2,2,6,1
4,2,4,2,b,2,2,6,2
4,2,4,3,b,11,2,8,6
4,2,4,7,k,4,3,4,14
4,2,4,8,g,4,2,6,17
4,2,4,9,g,4,2,2,9
4,2,4,10,b,11,2,8,5
4,2,4,14,k,4,3,4,7
4,2,4,15,k,4,3,4,15
4,2,4,16,g,4,2,3,19
4,2,4,17,g,4,2,7,18
4,2,4,18,g,4,2,0,16
4,2,4,19,g,4,2,5,16
4,2,4,20,k,4,4,4,22
4,2,4,21,k,4,4,4,21
4,2,4,22,k,4,4,4,20
4,2,4,23,k,4,5,4,36
4,2,4,24,g,4,2,9,37
4,2,4,25,g,4,2,14,39
4,2,4,26,g,4,2,12,28
4,2,4,27,g,4,2,13,36
4,2,4,28,k,4,5,4,28
4,2,4,29,k,4,0,4,37
4,2,4,30,k,4,0,4,30
4,2,4,31,k,4,1,4,39
4,2,4,32,g,4,2,10,31
4,2,4,33,g,4,2,8,31
4,2,4,34,g,4,2,15,29
4,2,4,35,g,4,2,11,28
4,2,4,36,k,4,5,4,23
4,2,4,37,k,4,0,4,29
4,2,4,38,k,4,1,4,38
4,2,4,39,k,4,1,4,31
4,2,5,0,g,4,2,1,9
4,2,5,1,b,2,2,7,1
4,2,5,2,b,2,2,7,2
4,2,5,3,b,11,2,9,6
4,2,5,7,k,4,3,5,14
4,2,5,8,g,4,2,2,18
4,2,5,9,g,4,2,3,0
4,2,5,10,b,11,2,9,5
4,2,5,14,k,4,3,5,7
4,2,5,15,k,4,3,5,15
4,2,5,16,g,4,2,4,19
4,2,5,17,g,4,2,0,18
4,2,5,18,g,4,2,7,9
4,2,5,19,g,4,2,6,16
4,2,5,20,k,4,4,5,22
4,2,5,21,k,4,4,5,21
4,2,5,22,k,4,4,5,20
4,2,5,23,k,4,5,5,36
4,2,5,24,g,4,2,15,28
4,2,5,25,g,4,2,14,37
4,2,5,26,g,4,2,9,29
4,2,5,27,g,4,2,12,36
4,2,5,28,k,4,5,5,28
4,2,5,29,k,4,0,5,37
4,2,5,30,k,4,0,5,30
4,2,5,31,k,4,1,5,39
4,2,5,32,g,4,2,8,39
4,2,5,33,g,4,2,10,39
4,2,5,34,g,4,2,11,38
4,2,5,35,g,4,2,13,30
4,2,5,36,k,4,5,5,23
4,2,5,37,k,4,0,5,29
4,2,5,38,k,4,1,5,38
4,2,5,39,k,4,1,5,31
4,2,6,0,g,4,2,1,8
4,2,6,1,b,3,2,6,1
4,2,6,2,b,3,2,6,2
4,2,6,3,b,13,2,8,6
4,2,6,7,k,4,3,6,14
4,2,6,8,g,4,2,0,0
4,2,6,9,g,4,2,2,0
4,2,6,10,b,13,2,8,5
4,2,6,14,k,4,3,6,7
4,2,6,15,k,4,3,6,15
4,2,6,16,g,4,2,5,19
4,2,6,17,g,4,2,4,8
4,2,6,18,g,4,2,3,8
4,2,6,19,g,4,2,7,16
4,2,6,20,k,4,4,6,22
4,2,6,21,k,4,4,6,21
4,2,6,22,k,4,4,6,20
4,2,6,23,k,4,5,6,36
4,2,6,24,g,4,2,11,37
4,2,6,25,g,4,2,10,30
4,2,6,26,g,4,2,15,36
4,2,6,27,g,4,2,13,38
4,2,6,28,k,4,5,6,28
4,2,6,29,k,4,0,6,37
4,2,6,30,k,4,0,6,30
4,2,6,31,k,4,1,6,39
4,2,6,32,g,4,2,12,39
4,2,6,33,g,4,2,8,38
4,2,6,34,g,4,2,14,29
4,2,6,35,g,4,2,9,28
4,2,6,36,k,4,5,6,23
4,2,6,37,k,4,0,6,29
4,2,6,38,k,4,1,6,38
4,2,6,39,k,4,1,6,31
4,2,7,0,g,4,2,0,9
4,2,7,1,b,3,2,7,1
4,2,7,2,b,3,2,7,2
4,2,7,3,b,13,2,9,6
4,2,7,7,k,4,3,7,14
4,2,7,8,g,4,2,3,17
4,2,7,9,g,4,2,5,18
4,2,7,10,b,13,2,9,5
4,2,7,14,k,4,3,7,7
4,2,7,15,k,4,3,7,15
4,2,7,16,g,4,2,6,19
4,2,7,17,g,4,2,2,8
4,2,7,18,g,4,2,4,17
4,2,7,19,g,4,2,1,18
4,2,7,20,k,4,4,7,22
4,2,7,21,k,4,4,7,21
4,2,7,22,k,4,4,7,20
4,2,7,23,k,4,5,7,36
4,2,7,24,g,4,2,8,37
4,2,7,25,g,4,2,15,30
4,2,7,26,g,4,2,12,38
4,2,7,27,g,4,2,13,39
4,2,7,28,k,4,5,7,28
4,2,7,29,k,4,0,7,37
4,2,7,30,k,4,0,7,30
4,2,7,31,k,4,1,7,39
4,2,7,32,g,4,2,9,39
4,2,7,33,g,4,2,10,38
4,2,7,34,g,4,2,11,39
4,2,7,35,g,4,2,14,28
4,2,7,36,k,4,5,7,23
4,2,7,37,k,4,0,7,29
4,2,7,38,k,4,1,7,38
4,2,7,39,k,4,1,7,31
4,2,8,0,k,4,3,8,0
4,2,8,4,b,14,2,8,5
4,2,8,5,b,5,2,8,5
4,2,8,6,b,5,2,8,6
4,2,8,7,g,4,2,14,15
4,2,8,8,k,4,3,8,9
4,2,8,9,k,4,3,8,8
4,2,8,13,b,14,2,8,6
4,2,8,14,g,4,2,15,7
4,2,8,15,g,4,2,11,21
4,2,8,16,k,4,5,8,16
4,2,8,17,k,4,4,8,17
4,2,8,18,k,4,4,8,19
4,2,8,19,k,4,4,8,18
4,2,8,20,g,4,2,9,23
4,2,8,21,g,4,2,13,22
4,2,8,22,g,4,2,10,22
4,2,8,23,g,4,2,12,21
4,2,8,24,k,4,1,8,24
4,2,8,25,k,4,0,8,34
4,2,8,26,k,4,0,8,26
4,2,8,27,k,4,5,8,35
4,2,8,28,g,4,2,1,35
4,2,8,29,g,4,2,0,26
4,2,8,30,g,4,2,3,32
4,2,8,31,g,4,2,4,33
4,2,8,32,k,4,1,8,33
4,2,8,33,k,4,1,8,32
4,2,8,34,k,4,0,8,25
4,2,8,35,k,4,5,8,27
4,2,8,36,g,4,2,2,33
4,2,8,37,g,4,2,7,24
4,2,8,38,g,4,2,6,33
4,2,8,39,g,4,2,5,32
4,2,9,0,k,4,3,9,0
4,2,9,4,b,14,2,9,5
4,2,9,5,b,5,2,9,5
4,2,9,6,b,5,2,9,6
4,2,9,7,g,4,2,11,14
4,2,9,8,k,4,3,9,9
4,2,9,9,k,4,3,9,8
4,2,9,13,b,14,2,9,6
4,2,9,14,g,4,2,13,7
4,2,9,15,g,4,2,14,7
4,2,9,16,k,4,5,9,16
4,2,9,17,k,4,4,9,17
4,2,9,18,k,4,4,9,19
4,2,9,19,k,4,4,9,18
4,2,9,20,g,4,2,10,23
4,2,9,21,g,4,2,15,20
4,2,9,22,g,4,2,12,7
4,2,9,23,g,4,2,8,20
4,2,9,24,k,4,1,9,24
4,2,9,25,k,4,0,9,34
4,2,9,26,k,4,0,9,26
4,2,9,27,k,4,5,9,35
4,2,9,28,g,4,2,6,35
4,2,9,29,g,4,2,5,26
4,2,9,30,g,4,2,0,27
4,2,9,31,g,4,2,1,25
4,2,9,32,k,4,1,9,33
4,2,9,33,k,4,1,9,32
4,2,9,34,k,4,0,9,25
4,2,9,35,k,4,5,9,27
4,2,9,36,g,4,2,2,32
4,2,9,37,g,4,2,4,24
4,2,9,38,g,4,2,3,33
4,2,9,39,g,4,2,7,32
4,2,10,0,k,4,3,10,0
4,2,10,4,b,15,2,8,5
4,2,10,5,b,6,2,8,5
4,2,10,6,b,6,2,8,6
4,2,10,7,g,4,2,14,14
4,2,10,8,k,4,3,10,9
4,2,10,9,k,4,3,10,8
4,2,10,13,b,15,2,8,6
4,2,10,14,g,4,2,12,14
4,2,10,15,g,4,2,15,22
4,2,10,16,k,4,5,10,16
4,2,10,17,k,4,4,10,17
4,2,10,18,k,4,4,10,19
4,2,10,19,k,4,4,10,18
4,2,10,20,g,4,2,11,23
4,2,10,21,g,4,2,13,15
4,2,10,22,g,4,2,8,22
4,2,10,23,g,4,2,9,20
4,2,10,24,k,4,1,10,24
4,2,10,25,k,4,0,10,34
4,2,10,26,k,4,0,10,26
4,2,10,27,k,4,5,10,35
4,2,10,28,g,4,2,2,26
4,2,10,29,g,4,2,1,24
4,2,10,30,g,4,2,6,25
4,2,10,31,g,4,2,4,32
4,2,10,32,k,4,1,10,33
4,2,10,33,k,4,1,10,32
4,2,10,34,k,4,0,10,25
4,2,10,35,k,4,5,10,27
4,2,10,36,g,4,2,3,27
4,2,10,37,g,4,2,0,35
4,2,10,38,g,4,2,7,33
4,2,10,39,g,4,2,5,33
4,2,11,0,k,4,3,11,0
4,2,11,4,b,15,2,9,5
4,2,11,5,b,6,2,9,5
4,2,11,6,b,6,2,9,6
4,2,11,7,g,4,2,13,14
4,2,11,8,k,4,3,11,9
4,2,11,9,k,4,3,11,8
4,2,11,13,b,15,2,9,6
4,2,11,14,g,4,2,9,7
4,2,11,15,g,4,2,14,21
4,2,11,16,k,4,5,11,16
4,2,11,17,k,4,4,11,17
4,2,11,18,k,4,4,11,19
4,2,11,19,k,4,4,11,18
4,2,11,20,g,4,2,12,23
4,2,11,21,g,4,2,8,15
4,2,11,22,g,4,2,15,15
4,2,11,23,g,4,2,10,20
4,2,11,24,k,4,1,11,24
4,2,11,25,k,4,0,11,34
4,2,11,26,k,4,0,11,26
4,2,11,27,k,4,5,11,35
4,2,11,28,g,4,2,4,35
4,2,11,29,g,4,2,1,33
4,2,11,30,g,4,2,3,35
4,2,11,31,g,4,2,0,25
4,2,11,32,k,4,1,11,33
4,2,11,33,k,4,1,11,32
4,2,11,34,k,4,0,11,25
4,2,11,35,k,4,5,11,27
4,2,11,36,g,4,2,2,27
4,2,11,37,g,4,2,6,24
4,2,11,38,g,4,2,5,34
4,2,11,39,g,4,2,7,34
4,2,12,0,k,4,3,12,0
4,2,12,5,b,7,2,8,5
4,2,12,6,b,7,2,8,6
4,2,12,7,g,4,2,9,22
4,2,12,8,k,4,3,12,9
4,2,12,9,k,4,3,12,8
4,2,12,14,g,4,2,10,14
4,2,12,15,g,4,2,14,22
4,2,12,16,k,4,5,12,16
4,2,12,17,k,4,4,12,17
4,2,12,18,k,4,4,12,19
4,2,12,19,k,4,4,12,18
4,2,12,20,g,4,2,13,23
4,2,12,21,g,4,2,8,23
4,2,12,22,g,4,2,15,21
4,2,12,23,g,4,2,11,20
4,2,12,24,k,4,1,12,24
4,2,12,25,k,4,0,12,34
4,2,12,26,k,4,0,12,26
4,2,12,27,k,4,5,12,35
4,2,12,28,g,4,2,4,26
4,2,12,29,g,4,2,3,25
4,2,12,30,g,4,2,1,34
4,2,12,31,g,4,2,2,25
4,2,12,32,k,4,1,12,33
4,2,12,33,k,4,1,12,32
4,2,12,34,k,4,0,12,25
4,2,12,35,k,4,5,12,27
4,2,12,36,g,4,2,5,27
4,2,12,37,g,4,2,0,24
4,2,12,38,g,4,2,7,26
4,2,12,39,g,4,2,6,32
4,2,13,0,k,4,3,13,0
4,2,13,5,b,7,2,9,5
4,2,13,6,b,7,2,9,6
4,2,13,7,g,4,2,9,14
4,2,13,8,k,4,3,13,9
4,2,13,9,k,4,3,13,8
4,2,13,14,g,4,2,11,7
4,2,13,15,g,4,2,10,21
4,2,13,16,k,4,5,13,16
4,2,13,17,k,4,4,13,17
4,2,13,18,k,4,4,13,19
4,2,13,19,k,4,4,13,18
4,2,13,20,g,4,2,14,23
4,2,13,21,g,4,2,15,14
4,2,13,22,g,4,2,8,21
4,2,13,23,g,4,2,12,20
4,2,13,24,k,4,1,13,24
4,2,13,25,k,4,0,13,34
4,2,13,26,k,4,0,13,26
4,2,13,27,k,4,5,13,35
4,2,13,28,g,4,2,1,26
4,2,13,29,g,4,2,3,34
4,2,13,30,g,4,2,5,35
4,2,13,31,g,4,2,0,32
4,2,13,32,k,4,1,13,33
4,2,13,33,k,4,1,13,32
4,2,13,34,k,4,0,13,25
4,2,13,35,k,4,5,13,27
4,2,13,36,g,4,2,4,27
4,2,13,37,g,4,2,2,24
4,2,13,38,g,4,2,6,27
4,2,13,39,g,4,2,7,27
4,2,14,0,k,4,3,14,0
4,2,14,5,b,8,2,8,5
4,2,14,6,b,8,2,8,6
4,2,14,7,g,4,2,9,15
4,2,14,8,k,4,3,14,9
4,2,14,9,k,4,3,14,8
4,2,14,14,g,4,2,10,7
4,2,14,15,g,4,2,8,7
4,2,14,16,k,4,5,14,16
4,2,14,17,k,4,4,14,17
4,2,14,18,k,4,4,14,19
4,2,14,19,k,4,4,14,18
4,2,14,20,g,4,2,15,23
4,2,14,21,g,4,2,11,15
4,2,14,22,g,4,2,12,15
4,2,14,23,g,4,2,13,20
4,2,14,24,k,4,1,14,24
4,2,14,25,k,4,0,14,34
4,2,14,26,k,4,0,14,26
4,2,14,27,k,4,5,14,35
4,2,14,28,g,4,2,7,35
4,2,14,29,g,4,2,6,34
4,2,14,30,g,4,2,2,35
4,2,14,31,g,4,2,3,26
4,2,14,32,k,4,1,14,33
4,2,14,33,k,4,1,14,32
4,2,14,34,k,4,0,14,25
4,2,14,35,k,4,5,14,27
4,2,14,36,g,4,2,1,27
4,2,14,37,g,4,2,5,25
4,2,14,38,g,4,2,0,33
4,2,14,39,g,4,2,4,25
4,2,15,0,k,4,3,15,0
4,2,15,5,b,8,2,9,5
4,2,15,6,b,8,2,9,6
4,2,15,7,g,4,2,8,14
4,2,15,8,k,4,3,15,9
4,2,15,9,k,4,3,15,8
4,2,15,14,g,4,2,13,21
4,2,15,15,g,4,2,11,22
4,2,15,16,k,4,5,15,16
4,2,15,17,k,4,4,15,17
4,2,15,18,k,4,4,15,19
4,2,15,19,k,4,4,15,18
4,2,15,20,g,4,2,9,21
4,2,15,21,g,4,2,12,22
4,2,15,22,g,4,2,10,15
4,2,15,23,g,4,2,14,20
4,2,15,24,k,4,1,15,24
4,2,15,25,k,4,0,15,34
4,2,15,26,k,4,0,15,26
4,2,15,27,k,4,5,15,35
4,2,15,28,g,4,2,5,24
4,2,15,29,g,4,2,4,34
4,2,15,30,g,4,2,7,25
4,2,15,31,g,4,2,0,34
4,2,15,32,k,4,1,15,33
4,2,15,33,k,4,1,15,32
4,2,15,34,k,4,0,15,25
4,2,15,35,k,4,5,15,27
4,2,15,36,g,4,2,6,26
4,2,15,37,g,4,2,3,24
4,2,15,38,g,4,2,2,34
4,2,15,39,g,4,2,1,32
4,3,0,0,g,4,3,6,8
4,3,0,1,b,0,3,6,1
4,3,0,2,b,0,3,6,2
4,3,0,3,b,9,3,8,6
4,3,0,7,k,4,2,0,14
4,3,0,8,g,4,3,2,17
4,3,0,9,g,4,3,7,0
4,3,0,10,b,9,3,8,5
4,3,0,14,k,4,2,0,7
4,3,0,15,k,4,2,0,15
4,3,0,16,g,4,3,4,18
4,3,0,17,g,4,3,3,18
4,3,0,18,g,4,3,5,17
4,3,0,19,g,4,3,1,16
4,3,0,20,k,4,1,0,7
4,3,0,21,k,4,1,0,15
4,3,0,22,k,4,1,0,14
4,3,0,23,k,4,0,0,36
4,3,0,24,g,4,3,12,37
4,3,0,25,g,4,3,11,31
4,3,0,26,g,4,3,8,29
4,3,0,27,g,4,3,9,30
4,3,0,28,k,4,0,0,28
