sg,sr,sc,dg,dr,dc,color,bytes,job0,job1,job2,job3,job4,job5,job6,job7
15,3,14,15,3,0,g,20.553771,11.389921,0.001518,0.001939,1.193284,1.657263,5.329257,0.196020,0.784568
0,3,14,0,3,1,g,97.261580,96.365184,0.003628,0.002159,0.342236,0.427725,0.010336,0.023254,0.087057
1,3,14,1,3,1,g,57.012700,55.627780,0.010361,0.003363,0.546526,0.645723,0.009972,0.000000,0.168975
2,3,14,2,3,1,g,50.009790,47.700836,0.707593,0.005389,0.637564,0.637899,0.018616,0.059185,0.242708
3,3,14,3,3,1,g,16.620108,11.086326,2.029276,0.016391,0.913649,1.539942,0.053097,0.267899,0.713529
4,3,14,4,3,1,g,57.918905,10.820823,0.983417,0.004926,7.150915,0.836383,0.017587,37.882043,0.222810
5,3,14,5,3,1,g,93.814414,15.386634,0.006546,0.008041,0.476091,1.533588,0.037788,76.012270,0.353456
6,3,14,6,3,1,g,206.296458,14.357371,0.009278,0.003640,185.898882,0.910990,0.026883,4.890807,0.198607
7,3,14,7,3,1,g,130.944285,12.069729,0.009141,0.004630,113.538295,0.773039,1.289830,2.135071,1.124550
8,3,14,8,3,1,g,112.696203,12.666780,0.007902,0.004695,0.858754,0.987655,0.025952,0.291625,97.852840
9,3,14,9,3,1,g,142.113061,10.405982,0.007269,0.001902,0.282171,80.421698,0.016973,0.296086,50.680980
10,3,14,10,3,1,g,247.837471,13.704666,0.005665,0.004599,0.290476,122.348911,0.021039,0.364802,111.097313
11,3,14,11,3,1,g,188.429119,14.290387,0.006358,0.013424,0.500269,92.024222,0.025694,0.313611,81.255153
12,3,14,12,3,1,g,45.272139,12.351310,0.006049,1.289327,0.315754,2.620006,0.017030,0.306395,28.366267
13,3,14,13,3,1,g,28.077864,19.094874,0.016757,1.263205,0.518241,2.214290,0.085707,0.447174,4.437615
14,3,14,14,3,1,g,27.196829,21.188213,0.012646,0.066793,0.000000,0.415560,4.901951,0.611666,0.000000
15,3,14,15,3,1,g,41.391601,12.260675,0.118092,0.001624,0.891686,0.571613,2.753505,12.527413,12.266992
0,3,14,0,3,2,g,89.969875,89.014103,0.019066,0.023505,0.445571,0.339587,0.010610,0.034275,0.083158
1,3,14,1,3,2,g,56.582650,54.828230,0.505417,0.003292,0.576688,0.492326,0.007722,0.017689,0.151287
2,3,14,2,3,2,g,6.109870,2.622322,1.922724,0.004721,0.628052,0.636433,0.014482,0.000000,0.281136
3,3,14,3,3,2,g,14.917801,7.934244,2.024743,0.010308,3.174109,0.889913,0.046502,0.123097,0.714887
4,3,14,4,3,2,g,239.068100,8.169852,0.294019,0.001714,228.412826,0.419883,0.006837,1.614251,0.148717
5,3,14,5,3,2,g,160.721741,10.997745,0.007275,0.004941,107.663608,0.774034,0.028816,40.914944,0.330378
6,3,14,6,3,2,g,212.009148,9.335512,0.006996,0.004869,195.897529,0.577907,0.015579,5.932901,0.237855
7,3,14,7,3,2,g,172.751386,8.943913,0.003536,0.002601,160.558890,0.482060,1.406282,0.273809,1.080294
8,3,14,8,3,2,g,79.688484,9.124006,0.003431,0.008677,0.844261,0.926426,0.057128,0.237649,68.486906
9,3,14,9,3,2,g,131.283027,7.738446,0.009184,0.001508,1.047324,0.243779,0.008337,0.254488,121.979963
10,3,14,10,3,2,g,198.983331,9.457356,0.003922,0.004531,1.373925,184.861784,0.008609,0.274695,2.998508
11,3,14,11,3,2,g,117.845741,9.325506,0.005046,1.025375,1.183868,104.204240,0.014038,0.231877,1.855791
12,3,14,12,3,2,g,22.847008,9.131610,0.009221,1.968872,1.282263,10.082836,0.007674,0.259787,0.104746
13,3,14,13,3,2,g,26.877973,14.182312,0.011447,1.110529,1.906812,0.410094,5.370989,0.460957,3.424832
14,3,14,14,3,2,g,22.576603,15.293838,0.015837,0.052001,1.777222,0.000000,4.987397,0.450308,0.000000
15,3,14,15,3,2,g,121.055094,9.095074,0.006294,0.000687,84.835670,0.660962,1.852905,0.475238,24.128263
0,3,14,0,3,3,g,83.372084,80.923581,0.029374,0.001779,1.835829,0.377281,0.010991,0.098167,0.095080
1,3,14,1,3,3,g,78.296214,74.674364,0.063513,0.003425,2.084067,0.646587,0.008303,0.666714,0.149241
2,3,14,2,3,3,g,8.784861,3.342533,1.830453,0.005123,2.570987,0.606598,0.014254,0.138937,0.275977
3,3,14,3,3,3,g,6.597012,0.000000,1.827316,0.015543,1.162893,0.945044,0.050186,1.777930,0.818100
4,3,14,4,3,3,g,15.650453,0.398463,4.807549,0.003650,9.747923,0.496808,0.008691,0.039241,0.148129
5,3,14,5,3,3,g,82.335020,1.229397,0.004868,0.005003,4.359673,0.815425,0.026243,75.527481,0.366930
6,3,14,6,3,3,g,225.474000,0.814984,0.006934,0.004707,220.126533,0.506028,0.017059,3.777854,0.219901
7,3,14,7,3,3,g,137.168708,0.739745,0.006508,0.003376,132.597359,0.304384,0.754981,1.443773,1.318583
8,3,14,8,3,3,g,68.441157,0.606524,0.002434,0.005982,2.190009,0.587117,0.050690,0.147070,64.851332
9,3,14,9,3,3,g,93.000846,0.851839,0.007840,0.002234,2.866498,4.137705,0.010455,0.231376,84.892900
10,3,14,10,3,3,g,232.279557,0.782682,0.006232,0.004914,2.893833,224.464629,0.008789,0.232964,3.885513
11,3,14,11,3,3,g,186.388066,0.828267,0.007378,0.002827,3.693831,179.491098,0.014978,0.241963,2.107723
12,3,14,12,3,3,g,8.757626,0.795658,0.006768,2.101702,3.141092,2.285678,0.006988,0.309724,0.110016
13,3,14,13,3,3,g,15.144658,1.182676,0.008296,0.664746,6.058472,0.366430,3.819435,0.541708,2.502895
14,3,14,14,3,3,g,15.360029,1.561759,0.012392,0.078348,6.627828,0.000000,4.775840,0.630214,1.673648
15,3,14,15,3,3,g,9.474313,0.859900,0.004181,0.021848,2.648203,0.392453,4.644829,0.313501,0.589398
0,3,14,0,3,4,g,77.118999,73.179116,0.004718,0.002013,3.303530,0.390818,0.010094,0.144743,0.083967
1,3,14,1,3,4,g,83.283873,76.060452,0.007764,0.003154,6.342642,0.437779,0.008948,0.273900,0.149234
2,3,14,2,3,4,g,12.369436,1.850417,1.981075,0.003449,7.230497,0.759629,0.015284,0.282288,0.246797
3,3,14,3,3,4,g,10.471056,0.000000,3.309834,0.009711,5.331032,1.075954,0.038264,0.072874,0.633386
4,3,14,4,3,4,g,67.601625,0.000000,0.150437,0.002881,8.075497,0.501171,0.007775,58.692678,0.171185
5,3,14,5,3,4,g,80.175263,0.000000,0.000705,0.003631,3.666368,0.664364,0.028158,75.475205,0.336832
6,3,14,6,3,4,g,196.455616,0.000000,0.004222,0.004817,189.711512,0.673918,0.020190,5.787848,0.253110
7,3,14,7,3,4,g,97.082793,0.000000,0.008296,0.003646,32.306425,0.412725,1.530397,0.359230,62.462074
8,3,14,8,3,4,g,75.666104,0.000000,0.004186,0.005482,10.544928,0.384965,0.017299,0.180226,64.529018
9,3,14,9,3,4,g,132.881050,0.000000,0.005397,0.002032,6.134971,91.474610,0.008182,0.277126,34.978732
10,3,14,10,3,4,g,210.658731,0.000000,0.007508,0.053553,5.999039,201.256765,0.009642,0.302850,3.029374
11,3,14,11,3,4,g,183.018854,0.000000,0.007481,0.004187,8.787081,170.268602,0.015574,0.429779,3.506151
12,3,14,12,3,4,g,83.220633,0.000000,0.008966,0.854835,9.015844,72.781946,0.006119,0.466228,0.086695
13,3,14,13,3,4,g,22.590823,0.000000,0.012700,0.404099,12.979052,0.318495,3.769455,0.657901,4.449120
14,3,14,14,3,4,g,17.143951,0.000000,0.007902,0.037859,11.646819,0.000000,4.940088,0.511283,0.000000
15,3,14,15,3,4,g,13.171794,0.004957,0.016453,0.003315,6.483803,0.340834,4.251406,0.642238,1.428788
0,3,14,0,3,5,g,86.136939,80.444963,0.004207,0.001617,4.846839,0.341763,0.010668,0.402941,0.083941
1,3,14,1,3,5,g,52.420931,44.443672,0.774903,0.006722,6.424918,0.337656,0.008933,0.270076,0.154050
2,3,14,2,3,5,g,13.911408,3.242609,1.897925,0.006113,7.473412,0.692067,0.014327,0.316455,0.268501
3,3,14,3,3,5,g,15.870739,0.000000,1.907941,0.012302,11.948161,1.035088,0.044882,0.256022,0.666341
4,3,14,4,3,5,g,72.255041,0.000000,1.060839,0.004168,5.494996,0.454921,0.008209,65.088366,0.143542
5,3,14,5,3,5,g,78.794190,0.000000,0.000000,0.012045,3.106549,0.321415,0.029864,74.936312,0.388005
6,3,14,6,3,5,g,179.757337,0.000000,0.001964,0.005778,173.401303,0.676575,0.018559,5.429076,0.224082
7,3,14,7,3,5,g,157.318948,0.000000,0.005819,0.001286,153.170606,0.413975,1.994028,0.304793,1.428442
8,3,14,8,3,5,g,128.199143,0.000000,0.003367,0.003251,8.104107,56.747793,0.011650,2.456447,60.872527
9,3,14,9,3,5,g,88.312243,0.000000,0.003932,0.002351,8.556177,0.200436,0.008937,0.380308,79.160103
10,3,14,10,3,5,g,225.218661,0.000000,0.005051,0.031698,6.399290,215.551888,0.009501,0.292870,2.928363
11,3,14,11,3,5,g,116.133120,0.000000,0.003906,0.930608,7.285490,105.641436,0.017881,0.387060,1.866738
12,3,14,12,3,5,g,19.366183,0.000000,0.002272,2.015733,9.799021,6.299743,0.007220,0.382061,0.860133
13,3,14,13,3,5,g,22.087833,0.000000,0.004962,2.531862,10.968132,0.324004,0.035413,0.595143,7.628317
14,3,14,14,3,5,g,20.070480,0.000000,0.011985,0.043607,14.459127,0.000000,4.877401,0.678360,0.000000
15,3,14,15,3,5,g,16.310758,0.013411,0.003401,0.000894,9.548831,0.273608,4.311053,0.871588,1.287971
0,3,14,0,3,6,g,90.326536,83.811402,0.002079,0.001758,5.831816,0.330425,0.011585,0.247584,0.089888
1,3,14,1,3,6,g,78.384011,43.522299,0.000000,0.003556,8.766259,0.311014,0.008322,25.631650,0.140911
2,3,14,2,3,6,g,14.279299,1.602826,1.935995,0.002815,9.338786,0.700225,0.013971,0.446647,0.238035
3,3,14,3,3,6,g,17.671595,0.000000,2.084150,0.013346,13.084629,1.281246,0.052751,0.504885,0.650588
4,3,14,4,3,6,g,142.190860,0.000000,0.277913,0.001761,140.390443,0.545530,0.007667,0.772930,0.194616
5,3,14,5,3,6,g,85.964626,0.000000,0.000000,0.012058,3.563849,0.652851,0.022533,81.278679,0.434656
6,3,14,6,3,6,g,198.379256,0.000000,0.000000,0.004106,165.288766,0.789249,0.017106,32.060902,0.219126
7,3,14,7,3,6,g,75.903654,0.000000,0.000000,0.001929,21.037597,52.834286,0.366850,0.034554,1.628439
8,3,14,8,3,6,g,78.927844,0.000000,0.000000,0.003258,14.413270,0.432397,0.012212,1.764384,62.302322
9,3,14,9,3,6,g,87.366621,0.000000,0.000000,0.001909,7.233404,0.226632,0.008120,0.276325,79.620230
10,3,14,10,3,6,g,203.816831,0.000000,0.000000,0.006364,7.940346,192.541460,0.007665,0.260934,3.060063
11,3,14,11,3,6,g,121.120352,0.000000,0.000000,0.710113,9.505099,108.826245,0.015907,0.348283,1.714706
12,3,14,12,3,6,g,113.505818,0.000000,0.000000,0.515054,9.642316,102.865051,0.006787,0.374060,0.102550
13,3,14,13,3,6,g,23.246791,0.000000,0.000000,0.399925,15.439885,0.416336,3.879391,0.634318,2.476937
14,3,14,14,3,6,g,23.587871,0.000000,0.000000,0.059004,15.069131,0.000000,4.603386,0.630803,3.225546
15,3,14,15,3,6,g,35.209470,9.935920,0.002124,0.077533,12.325457,0.459768,3.672989,7.319206,1.416471
0,3,14,0,3,7,g,78.586850,72.251276,0.002114,0.007149,5.430120,0.482196,0.021482,0.167987,0.224526
1,3,14,1,3,7,g,51.912012,41.398784,0.783337,0.003075,8.208124,0.774552,0.031751,0.362074,0.350316
2,3,14,2,3,7,g,59.709597,47.569542,0.643505,0.005261,9.215000,1.350579,0.039957,0.415378,0.470374
3,3,14,3,3,7,g,15.998837,0.028738,2.003213,0.013264,10.739267,1.932623,0.075310,0.415673,0.790749
4,3,14,4,3,7,g,77.838848,0.000000,0.356022,0.002799,13.272346,1.207953,0.043147,62.544268,0.412313
5,3,14,5,3,7,g,86.356264,0.000000,0.000440,0.010630,7.740677,1.786882,0.077958,76.011370,0.728307
6,3,14,6,3,7,g,235.765933,0.000000,0.000000,0.003002,181.216516,1.052381,0.026118,53.159827,0.308089
7,3,14,7,3,7,g,32.016567,0.000000,0.000000,0.001652,22.743818,0.467371,5.258894,1.969982,1.574850
8,3,14,8,3,7,g,65.830669,0.000000,0.000000,0.004102,1.903470,0.628974,0.817700,0.048078,62.428345
9,3,14,9,3,7,g,72.898420,0.000000,0.000000,0.002151,5.043202,0.528814,0.032685,0.271426,67.020143
10,3,14,10,3,7,g,211.514983,0.000000,0.000000,0.007773,7.401780,199.661312,0.048397,0.302769,4.092952
11,3,14,11,3,7,g,153.018099,0.000000,0.000000,0.003788,8.468331,141.309628,0.061077,0.362083,2.813192
12,3,14,12,3,7,g,13.566247,0.000000,0.000000,2.081676,7.924555,2.794152,0.046825,0.386579,0.332460
13,3,14,13,3,7,g,21.530831,0.000000,0.000000,0.365085,12.904890,0.872291,3.964882,0.615610,2.808073
14,3,14,14,3,7,g,18.913206,0.000000,0.000000,2.278368,9.541524,0.692300,3.088304,0.545087,2.767623
15,3,14,15,3,7,g,13.610049,0.010380,0.000000,0.245478,7.190874,0.800509,4.053696,0.366571,0.942542
0,3,14,0,3,8,g,74.160901,69.305076,0.021945,0.002713,3.344193,0.683975,0.047521,0.491159,0.264319
1,3,14,1,3,8,g,49.767141,42.510680,0.698144,0.004308,4.704461,1.155699,0.036383,0.254848,0.402618
2,3,14,2,3,8,g,10.480931,1.250650,1.957814,0.006344,4.699819,1.575168,0.047525,0.312179,0.631433
3,3,14,3,3,8,g,7.080683,0.000000,1.970195,0.015689,2.938142,1.035780,0.062662,0.154267,0.903948
4,3,14,4,3,8,g,149.393179,0.000000,0.289678,0.006692,147.639094,0.765648,0.033821,0.261568,0.396678
5,3,14,5,3,8,g,173.234493,0.000000,0.000000,0.016339,108.570664,1.281390,0.071422,62.496272,0.798407
6,3,14,6,3,8,g,183.620586,0.000000,0.000000,0.010710,176.501847,1.612194,0.039538,4.974575,0.481722
7,3,14,7,3,8,g,88.467172,0.000000,0.000000,0.004665,23.093242,0.757824,6.718797,0.032013,57.860630
8,3,14,8,3,8,g,67.136086,0.000000,0.000000,0.006451,0.417236,0.486899,0.022463,0.000000,66.203037
9,3,14,9,3,8,g,136.200176,0.000000,0.000000,0.003838,3.198647,100.264956,0.025570,0.141362,32.565803
10,3,14,10,3,8,g,239.211141,0.000000,0.000000,0.005513,3.856867,231.285253,0.033746,0.216270,3.813492
11,3,14,11,3,8,g,164.356667,0.000000,0.000000,0.010656,5.239976,156.556848,0.047920,0.388552,2.112715
12,3,14,12,3,8,g,13.172000,0.000000,0.000000,1.957563,4.446519,6.134507,0.031592,0.269519,0.332299
13,3,14,13,3,8,g,73.006681,0.000000,0.000000,0.509219,11.079391,0.993708,0.104693,0.590437,59.729232
14,3,14,14,3,8,g,17.942779,0.000000,0.000000,0.054020,8.869675,0.929671,4.800195,0.305594,2.983625
15,3,14,15,3,8,g,10.707607,0.005585,0.000000,0.062723,4.430734,0.796331,4.289275,0.167238,0.955720
0,3,14,0,3,9,g,75.751477,70.520778,0.001624,0.016654,1.038000,3.898800,0.027404,0.000000,0.248216
1,3,14,1,3,9,g,84.582493,75.660440,0.000923,0.008396,1.025944,7.419945,0.020495,0.000000,0.446349
2,3,14,2,3,9,g,15.559363,2.313629,1.959564,0.006992,1.179735,9.369638,0.041302,0.000000,0.688503
3,3,14,3,3,9,g,145.825388,0.000000,0.490856,0.026683,129.930740,13.531604,0.068236,0.687218,1.090051
4,3,14,4,3,9,g,163.880358,0.000000,0.293309,0.007367,152.763778,8.649219,0.024738,1.576930,0.565017
5,3,14,5,3,9,g,90.271915,0.000000,0.000000,0.016460,1.132676,10.924975,0.044316,77.301910,0.851579
6,3,14,6,3,9,g,149.561145,0.000000,0.000000,0.012679,133.594626,10.694992,0.034927,4.639721,0.584199
7,3,14,7,3,9,g,281.144405,0.000000,0.000000,0.005131,272.664237,6.357962,0.793180,0.000000,1.323895
8,3,14,8,3,9,g,83.652342,0.000000,0.000000,0.006812,0.556990,5.913316,0.026317,0.000000,77.148906
9,3,14,9,3,9,g,128.845821,0.000000,0.000000,0.003003,0.335283,95.175334,0.008100,0.000000,33.324101
10,3,14,10,3,9,g,212.840601,0.000000,0.000000,0.008081,0.463423,209.212812,0.013750,0.000000,3.142535
11,3,14,11,3,9,g,177.036533,0.000000,0.000000,0.009445,1.652818,172.625816,0.028455,0.000000,2.719999
12,3,14,12,3,9,g,11.073253,0.000000,0.000000,2.074685,0.675717,7.156308,0.012141,0.000000,1.154401
13,3,14,13,3,9,g,19.570227,0.000000,0.000000,0.334221,1.013183,9.985339,3.815592,0.000000,4.421892
14,3,14,14,3,9,g,14.831449,0.000000,0.000000,0.543273,0.612305,9.386553,4.030561,0.000000,0.258756
15,3,14,15,3,9,g,20.419194,5.502116,0.163465,0.096650,1.300610,8.195279,4.100750,0.000000,1.060323
0,3,14,0,3,10,g,85.293494,77.396824,0.008343,0.004740,0.637652,6.724803,0.017550,0.000000,0.503582
1,3,14,1,3,10,g,89.244546,78.544968,0.000678,0.009027,1.068647,9.185165,0.009339,0.000000,0.426721
2,3,14,2,3,10,g,14.494381,1.333206,1.338236,0.009848,1.283626,9.835537,0.014627,0.000000,0.679301
3,3,14,3,3,10,g,134.586322,0.000000,0.720169,0.022632,116.824314,15.793209,0.042444,0.000000,1.183553
4,3,14,4,3,10,g,79.622353,0.000000,0.249753,0.007426,10.845008,9.200329,0.006707,58.881376,0.431754
5,3,14,5,3,10,g,75.058941,0.000000,0.000000,0.016075,1.213174,11.930524,0.025244,61.033758,0.840167
6,3,14,6,3,10,g,173.814280,0.000000,0.000000,0.017480,156.779522,11.721832,0.018707,4.651747,0.624992
7,3,14,7,3,10,g,246.880068,0.000000,0.000000,0.009458,236.127614,8.234927,1.157716,0.000000,1.350353
8,3,14,8,3,10,g,85.137214,0.000000,0.000000,0.010463,9.366888,9.523693,0.020146,0.000000,66.216024
9,3,14,9,3,10,g,74.350058,0.000000,0.000000,0.003687,0.536799,6.835913,0.007924,0.000000,66.965735
10,3,14,10,3,10,g,143.709788,0.000000,0.000000,0.003966,0.320211,140.389573,0.009682,0.000000,2.986356
11,3,14,11,3,10,g,136.183132,0.000000,0.000000,0.005357,0.696300,133.661018,0.019223,0.000000,1.801234
12,3,14,12,3,10,g,9.290402,0.000000,0.000000,2.011668,1.044746,5.970682,0.007233,0.000000,0.256073
13,3,14,13,3,10,g,16.890835,0.000000,0.000000,0.477109,1.436846,8.229168,3.969857,0.000000,2.777854
14,3,14,14,3,10,g,23.511435,0.000000,0.000000,0.365756,0.930001,14.794904,3.925367,0.000000,3.495407
15,3,14,15,3,10,g,17.651268,0.008916,0.000000,0.012742,1.032932,10.921686,4.597058,0.000000,1.077934
0,3,14,0,3,11,g,83.829638,76.126174,0.001407,0.006695,0.301141,6.661422,0.010438,0.000000,0.722361
1,3,14,1,3,11,g,51.597391,42.080525,0.677647,0.010232,0.592512,7.738857,0.008880,0.000000,0.488738
2,3,14,2,3,11,g,15.316391,1.501951,2.172124,0.015729,0.668496,10.310591,0.014267,0.000000,0.633234
3,3,14,3,3,11,g,17.352995,0.000000,1.085749,0.025281,0.620833,14.401401,0.047958,0.000000,1.171773
4,3,14,4,3,11,g,125.206565,0.000000,0.999120,0.010802,111.800493,10.185887,0.008254,1.671655,0.530353
5,3,14,5,3,11,g,178.000812,0.000000,0.000000,0.012434,122.221683,12.255495,0.025991,42.685384,0.799824
6,3,14,6,3,11,g,169.574927,0.000000,0.000000,0.015800,107.362711,10.392475,0.019852,51.138665,0.645424
7,3,14,7,3,11,g,42.057865,0.000000,0.000000,0.006394,20.198106,8.876719,7.199109,4.272911,1.504627
8,3,14,8,3,11,g,70.957299,0.000000,0.000000,0.015385,3.931223,10.859516,0.018683,0.000000,56.132492
9,3,14,9,3,11,g,83.993504,0.000000,0.000000,0.005297,0.302775,7.209377,0.009182,0.000000,76.466875
10,3,14,10,3,11,g,275.189868,0.000000,0.000000,0.005964,0.423224,271.844309,0.008783,0.000000,2.907586
11,3,14,11,3,11,g,198.701292,0.000000,0.000000,0.349234,0.710809,195.845390,0.014878,0.000000,1.780981
12,3,14,12,3,11,g,6.343615,0.000000,0.000000,2.013696,0.498890,3.695168,0.007110,0.000000,0.128752
13,3,14,13,3,11,g,143.265630,0.000000,0.000000,0.516964,0.508253,8.157127,0.070289,0.000000,134.012998
14,3,14,14,3,11,g,22.071334,0.000000,0.000000,0.038682,0.000000,16.282292,4.988923,0.000000,0.761437
15,3,14,15,3,11,g,73.580374,0.006648,0.000901,0.066056,43.863796,9.443978,3.312908,0.267398,16.618689
0,3,14,0,3,12,g,46.234848,40.040401,0.926402,0.005194,0.385495,4.172698,0.012516,0.418241,0.273903
1,3,14,1,3,12,g,50.260830,43.188611,0.808769,0.007723,0.350191,5.442296,0.009141,0.000000,0.454100
2,3,14,2,3,12,g,58.845703,48.018094,0.751831,0.012729,0.531647,8.856628,0.014528,0.000000,0.660245
3,3,14,3,3,12,g,15.388828,0.011633,2.035070,0.027218,0.703300,10.423469,0.050328,1.070387,1.067421
4,3,14,4,3,12,g,115.368305,0.000000,1.012044,0.006579,107.056385,6.772228,0.007818,0.000000,0.513250
5,3,14,5,3,12,g,70.332148,0.000000,0.000000,0.014981,2.401560,8.569144,0.024178,58.626912,0.695372
6,3,14,6,3,12,g,213.111754,0.000000,0.000000,0.012898,202.753075,6.478010,0.017388,3.360030,0.490352
7,3,14,7,3,12,g,102.842871,0.000000,0.000000,0.007992,93.450945,5.513998,1.248543,0.659529,1.961863
8,3,14,8,3,12,g,66.105746,0.000000,0.000000,0.007825,3.663737,7.116433,0.016488,1.302823,53.998439
9,3,14,9,3,12,g,142.470027,0.000000,0.000000,0.006076,0.162547,98.583137,0.009694,0.000000,43.708574
10,3,14,10,3,12,g,278.352700,0.000000,0.000000,0.014402,0.506322,272.401679,0.009427,0.000000,5.420870
11,3,14,11,3,12,g,162.881364,0.000000,0.000000,0.662455,0.582095,159.026362,0.015150,0.000000,2.595302
12,3,14,12,3,12,g,4.149926,0.000000,0.000000,1.373163,0.428451,2.231155,0.009034,0.000000,0.108124
13,3,14,13,3,12,g,71.998215,0.000000,0.000000,0.925859,0.866102,68.338890,0.084941,0.000000,1.782423
14,3,14,14,3,12,g,16.132353,0.000000,0.000000,0.037437,0.000000,8.938952,4.891975,0.000000,2.263988
15,3,14,15,3,12,g,10.516092,0.007096,0.000000,0.005889,0.483843,4.693184,4.471577,0.000000,0.854503
0,3,14,0,3,13,g,82.966763,47.534810,0.388080,0.007296,0.456202,33.916177,0.017194,0.000000,0.647004
1,3,14,1,3,13,g,86.531706,84.139333,0.012582,0.006750,0.406844,1.648747,0.023500,0.000000,0.293950
2,3,14,2,3,13,g,111.562818,1.867718,1.244828,0.009545,104.770199,3.044012,0.034672,0.000000,0.591843
3,3,14,3,3,13,g,135.181679,0.000000,0.829619,0.024085,128.262055,4.941759,0.058421,0.000000,1.065740
4,3,14,4,3,13,g,75.461980,0.000000,0.456348,0.006707,10.856504,2.003943,0.020977,61.737714,0.379786
5,3,14,5,3,13,g,87.752382,0.000000,0.000000,0.008365,3.767135,2.634944,0.037019,80.711625,0.593294
6,3,14,6,3,13,g,189.340237,0.000000,0.000000,0.008461,182.019192,2.609470,0.034309,4.196609,0.472196
7,3,14,7,3,13,g,37.635028,0.000000,0.000000,0.008305,23.746758,1.984179,8.231966,1.966580,1.697240
8,3,14,8,3,13,g,70.175411,0.000000,0.000000,0.007557,0.279834,1.903470,0.023877,0.000000,67.960673
9,3,14,9,3,13,g,133.286364,0.000000,0.000000,0.003903,0.218787,83.495555,0.009453,0.000000,49.558666
10,3,14,10,3,13,g,189.739149,0.000000,0.000000,0.013946,0.326086,185.294542,0.015429,0.000000,4.089145
11,3,14,11,3,13,g,254.547020,0.000000,0.000000,0.004035,0.608219,206.236149,0.029585,0.000000,47.669032
12,3,14,12,3,13,g,7.831678,0.000000,0.000000,2.177711,0.431380,5.067617,0.016040,0.000000,0.138930
13,3,14,13,3,13,g,10.235122,0.000000,0.000000,0.356594,0.677409,3.039922,3.941050,0.000000,2.220147
14,3,14,14,3,13,g,6.683747,0.000000,0.000000,0.070411,0.000000,1.945824,4.492303,0.000000,0.175208
15,3,14,15,3,13,g,8.938866,0.006129,0.000284,0.004761,0.714278,2.497431,4.320888,0.000000,1.395096
0,3,14,0,3,15,g,81.690248,79.244059,0.001916,0.001539,1.225717,1.003694,0.015933,0.038883,0.158507
1,3,14,1,3,15,g,51.222541,47.667615,0.732836,0.005139,1.440164,1.052832,0.017947,0.090969,0.215040
2,3,14,2,3,15,g,8.650764,2.127284,2.281645,0.007302,1.746940,1.867149,0.029056,0.147337,0.444051
3,3,14,3,3,15,g,39.347406,0.352713,0.571885,0.028575,2.935535,3.378052,0.094874,30.761606,1.224166
4,3,14,4,3,15,g,63.758787,0.414740,0.935358,0.005101,9.657989,1.132768,0.018028,51.273243,0.321560
5,3,14,5,3,15,g,100.139018,0.605338,0.001265,0.010718,4.525882,1.931448,0.045342,92.447202,0.571824
6,3,14,6,3,15,g,175.294470,0.473850,0.005317,0.006998,167.756217,1.732441,0.032660,4.746500,0.540488
7,3,14,7,3,15,g,79.158431,0.436527,0.002224,0.006264,28.018145,1.180571,1.149355,0.097213,48.268133
8,3,14,8,3,15,g,74.403277,0.388492,0.001987,0.006143,0.840889,1.367400,0.102068,0.066539,71.629760
9,3,14,9,3,15,g,97.456168,0.400709,0.002505,0.005745,1.018031,5.464564,0.015285,0.143877,90.405452
10,3,14,10,3,15,g,203.727312,0.418353,0.002557,0.007591,1.396120,197.025225,0.016721,0.205746,4.654999
11,3,14,11,3,15,g,133.427537,0.521117,0.001562,0.940680,1.381647,128.303697,0.033329,0.226912,2.018593
12,3,14,12,3,15,g,10.492560,0.352453,0.003436,2.138354,1.313745,6.225523,0.015601,0.176642,0.266805
13,3,14,13,3,15,g,14.955161,0.765635,0.004793,0.380105,3.140260,0.811488,3.991589,0.385371,5.475921
14,3,14,14,3,15,g,8.069307,0.580426,0.002560,0.071193,1.288470,0.867764,4.812571,0.319728,0.126596
15,3,14,15,3,15,g,114.878384,0.011601,0.000000,0.000523,13.481602,96.588769,4.156280,0.000000,0.639609
0,3,15,0,0,15,k,773.748931,681.109503,0.242154,0.039866,35.964394,51.482839,0.144694,2.390099,2.375381
1,3,15,1,0,15,k,374.491984,246.670970,4.407220,0.071820,51.096944,46.521127,0.228585,21.808750,3.686568
2,3,15,2,0,15,k,310.055617,131.581395,4.979686,0.092233,99.556894,63.902879,0.389282,4.208460,5.344789
3,3,15,3,0,15,k,528.387568,38.056102,0.632683,0.250660,166.951213,99.183509,0.949503,210.273891,12.090007
4,3,15,4,0,15,k,522.446861,36.168545,0.515175,0.091521,199.565018,48.538348,0.253153,232.227192,5.087909
5,3,15,5,0,15,k,638.022230,55.531667,0.054893,0.183486,285.627891,65.827842,0.659907,220.632739,9.503806
6,3,15,6,0,15,k,1187.270654,48.817801,0.080223,0.141481,1043.350719,62.657120,0.407311,24.746516,7.069483
7,3,15,7,0,15,k,825.203852,40.668080,0.072350,0.083700,495.568892,82.369998,1.392403,7.284268,197.764162
8,3,15,8,0,15,k,438.208734,41.650664,0.064465,0.092345,81.469585,86.054988,0.799402,5.995248,222.082037
9,3,15,9,0,15,k,744.995376,35.144401,0.074914,0.062671,44.534941,449.867789,0.207064,4.639388,210.464208
10,3,15,10,0,15,k,1219.362911,47.292493,0.084387,0.101503,53.452458,1067.074137,0.270951,6.123191,44.963791
